date,symbol,amount
2025-09-03,NYSE:SLB,0.285
2025-12-03,NYSE:SLB,0.285
2025-09-04,NYSE:NEM,0.25
2025-11-26,NYSE:NEM,0.25
2025-09-16,NYSE:PR,0.15
2025-12-17,NYSE:PR,0.15
2025-08-05,NASDAQ:BKR,0.23
2025-11-04,NASDAQ:BKR,0.23
2025-09-10,NYSE:OXY,0.24
2025-12-10,NYSE:OXY,0.24
2025-07-22,NYSE:CVS,0.665
2025-10-23,NYSE:CVS,0.665
2025-08-14,NYSE:CTRA,0.22
2025-11-13,NYSE:CTRA,0.22
2025-09-02,NASDAQ:PTEN,0.08
2025-12-01,NASDAQ:PTEN,0.08
2025-08-19,NYSE:FTI,0.05
2025-11-18,NYSE:FTI,0.05
2025-10-17,NYSE:EOG,1.02
2026-01-16,NYSE:EOG,1.02
2025-07-22,NASDAQ:APA,0.25
2025-10-22,NASDAQ:APA,0.25
2025-08-22,NYSE:BBWI,0.2
2025-11-21,NYSE:BBWI,0.2
2025-09-12,NYSE:NOV,0.075
