ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:PWR,227.08,382.79,372.29,372.26,511674879.78
NASDAQ:SSRM,4.32,13.46,12.7,12.36,36380796.70
NASDAQ:CALM,61.19,116.41,101.88,101.86,92298430.13
NASDAQ:RGLD,124.79,191.7756,177.62,178.14,94747500.75
NYSE:EME,319.49,545.295,530.88,500.65,280166183.37
NYSE:FIX,272.925,553.085,521.66,513.32,199990730.19
NASDAQ:EEFT,85.24,114.25,103.99,101.98,50120283.11
NASDAQ:IESC,129.16,320.085,289.3,291.09,49877653.53
NASDAQ:IGIC,13.91,27.76,23.41,23.23,4210180.66
NYSE:QUAD,4.06,9.125,5.69,5.59,1510100.34
NYSE:PBI,5.22,11.26,11.22,10.49,28836176.10
NYSE:SEM,14.0301,40.98,15.25,15.09,23061163.28
NYSE:FINV,4.77,11.08,9.22,9.8,26997807.94
NASDAQ:TREE,33.5,62.49,38.33,36.57,8620056.39
NYSE:MAX,7.33,20.91,10.84,10.86,5080830.41
NYSE:TFPM,13.94,25.45,23.64,24.28,11007166.39
NASDAQ:FTAI,75.06,181.64,113.86,135.05,401573236.09
NASDAQ:WSC,21.91,43.8,28.38,27.93,58099327.30
NASDAQ:PAYX,115.4,161.24,147.42,152.25,565461357.06
NASDAQ:BOOM,6.02,15.14,8.56,7.55,1507674.49
