ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:AAL,8.5,19.1,11.5,12.51,851770792.95
NASDAQ:SOUN,3.94,24.98,11.71,12.81,491243704.88
NASDAQ:RGTI,0.66,21.42,15.44,17.16,817521727.41
NASDAQ:CIFR,1.86,7.77,6.47,6.36,229605698.28
NYSE:CVS,43.56,72.51,60.7,61.96,472280705.65
NYSE:PR,10.01,16.33,13.78,13.45,133047522.81
NYSE:TFC,33.56,49.055,45.65,44.25,412221097.72
NYSE:OVV,29.8,48.35,41.43,40.05,141066715.26
NYSE:DVN,25.89,47.435,32.94,32.85,234066069.54
NYSE:AR,24.53,44.015,32.53,36.31,213788274.57
NASDAQ:APA,13.584000000000001,33.41,19.1,18.82,105620791.86
NYSE:TXT,57.7,93.98,79.5,85.0,178553847.57
NASDAQ:BTSG,10.15,25.57,20.53,19.945,38298008.65
NYSE:TALO,6.2251,12.71,8.79,8.5,20598903.45
NYSE:CTRA,22.3,29.95,23.63,24.39,157232698.23
NYSE:RDW,4.87,26.66,16.07,19.41,77209691.95
NYSE:FLR,29.2,60.1,56.61,54.95,150101467.99
NYSE:PBI,5.58,13.11,12.28,12.03,40240276.42
NYSE:GRND,10.26,25.13,18.29,19.91,34027432.54
