Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:NU	1	20.77			Buy 633 at $13.85 ~= $8,767	0	0
NYSE:ABEV	1	3.66	2025-05-19	0.167	GTC: delete; ADR	0	0
NYSE:VALE	1	14.76			GTC: delete; ADR	0	0
NYSE:BBD	1	4.38	2025-07-02	0.01625	ADR	0	0
NYSE:HIMS	1	78.24				0	0
NYSE:PBR	1	18.71	2025-06-04	1.4	ADR	0	0
NYSE:NEM	1	88.26	2025-05-27	0.25		0	0
NYSE:GGB	1	4.44	2025-05-12	0.16	ADR	0	0
NYSE:AES	1	20.17	2025-05-01	0.17425		0	0
NYSE:DVN	1	48.49	2025-06-13	0.3125		0	0
NYSE:PR	1	20.41	2025-06-16	0.1775		0	0
NASDAQ:APA	1	28.09	2025-07-22	0.25		0	0
NASDAQ:BKR	1	58.74	2025-05-06	0.215		0	0
NASDAQ:XP	1	27.54				0	0
NYSE:ALIT	1	8.38	2025-06-02	0.02		0	0
NASDAQ:HSIC	1	109.84				0	0
NYSE:SID	1	2.19			ADR	0	0
NYSE:MGM	1	57.05				0	0
NYSE:NOV	1	19.41	2025-06-13	0.075		0	0
NYSE:INVH	1	48.34	2025-06-26	0.285		0	0
