date,symbol,amount
2025-08-11,NYSE:PBI,0.08
2025-11-10,NYSE:PBI,0.09
2025-10-01,NYSE:PWR,0.1
2025-08-04,NASDAQ:CALM,2.354
2025-10-29,NASDAQ:CALM,1.371
2025-08-14,NYSE:FIX,0.5
2025-11-13,NYSE:FIX,0.6
2025-07-15,NYSE:EME,0.25
2025-10-15,NYSE:EME,0.25
2025-07-03,NASDAQ:RGLD,0.45
2025-10-03,NASDAQ:RGLD,0.45
2025-08-12,NASDAQ:FTAI,0.3
2025-11-10,NASDAQ:FTAI,0.35
2025-08-13,NYSE:SEM,0.0625
2025-11-12,NYSE:SEM,0.0625
2025-09-03,NASDAQ:WSC,0.07
2025-12-03,NASDAQ:WSC,0.07
2025-09-25,NYSE:BBW,0.22
2025-11-26,NYSE:BBW,0.22
2025-09-05,NASDAQ:WSBC,0.37
