Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:NCNA	1	0.09			ADR	0	0
NYSE:NU	1	19.77			Buy 547 at $13.18 ~= $7,209	0	0
NYSE:ABEV	1	3.60	2025-05-19	0.167	GTC: delete; ADR	0	0
NYSE:HIMS	1	78.45				0	0
NASDAQ:TLRY	1	0.99				0	0
NYSE:VALE	1	15.02			GTC: delete; ADR	0	0
NYSE:BBD	1	4.38	2025-07-02	0.01625	ADR	0	0
NASDAQ:RGTI	1	19.35				0	0
NYSE:GGB	1	4.53	2025-05-12	0.16	ADR	0	0
NYSE:AES	1	19.21	2025-05-01	0.17425		0	0
NYSE:PBR	1	19.17	2025-06-04	1.4	ADR	0	0
NYSE:AIG	1	123.25	2025-06-13	0.4		0	0
NYSE:TDOC	1	12.51				0	0
NYSE:CVS	1	97.17	2025-04-22	0.665		0	0
NASDAQ:BKR	1	60.87	2025-05-06	0.215		0	0
NYSE:PBI	1	18.83	2025-05-19	0.0525		0	0
NYSE:RDW	1	26.97				0	0
NYSE:BRFS	1	5.79			ADR	0	0
NASDAQ:GNLN	1	4.98				0	0
NYSE:ALIT	1	8.50	2025-06-02	0.02		0	0
