date,symbol,amount
2025-09-05,NYSE:BAC,0.28
2025-12-05,NYSE:BAC,0.28
2025-08-13,NYSE:VALE,0.341689
2025-08-11,NYSE:ABEV,0.022963
2025-08-05,NYSE:BBD,0.003479
2025-09-03,NYSE:BBD,0.003515
2025-10-01,NYSE:BBD,0.055781
2025-10-03,NYSE:BBD,0.003573
2025-11-05,NYSE:BBD,0.003472
2025-09-04,NYSE:NEM,0.25
2025-11-26,NYSE:NEM,0.25
2025-08-01,NYSE:AES,0.17595
2025-08-13,NYSE:GGB,0.021604
2025-09-03,NYSE:HAL,0.17
2025-08-25,NYSE:PBR,0.197463
2025-09-02,NYSE:RF,0.265
2025-12-01,NYSE:RF,0.265
2025-09-16,NYSE:PR,0.15
2025-09-30,NASDAQ:FITB,0.4
