date,symbol,amount
2025-06-17,NYSE:CX,0.02238
2025-09-17,NYSE:CX,0.02238
2025-05-30,NYSE:TV,0.090834
2025-07-11,NYSE:AMX,0.273199
2025-11-07,NYSE:AMX,0.281097
2025-05-15,NYSE:SEM,0.0625
2025-08-13,NYSE:SEM,0.0625
2025-07-17,NYSE:FMX,1.96348
2025-10-16,NYSE:FMX,1.998231
2025-07-14,NYSE:VTMX,0.200936
2025-10-14,NYSE:VTMX,0.20254
2025-05-27,NYSE:PAC,4.32216
2025-08-13,NYSE:PAC,4.465587
2025-05-23,NASDAQ:OMAB,2.398387
2025-05-28,NYSE:ASR,24.585005
2025-09-29,NYSE:ASR,8.042722
2025-08-20,NASDAQ:PPC,2.1
2025-08-04,NASDAQ:CALM,2.354
2025-10-29,NASDAQ:CALM,1.371
2025-05-19,NYSE:PBI,0.07
2025-08-11,NYSE:PBI,0.08
2025-05-23,NYSE:RS,1.2
2025-08-15,NYSE:RS,1.2
