ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:CX,4.89,8.095,6.85,6.46,99241487.41
NYSE:TV,1.55,3.425,2.03,1.81,4616677.05
NYSE:AMX,13.1,20.27,17.32,16.86,42177286.96
NYSE:VLRS,3.4902,9.0,4.32,4.03,7831804.77
NYSE:SEM,14.0301,40.98,15.23,14.69,28668178.74
NYSE:FMX,81.075,123.03,102.45,101.73,51216082.43
NYSE:VIST,32.11,61.67,50.56,46.57,36145254.36
NYSE:VTMX,21.3,37.92,28.52,27.58,7622100.97
NYSE:PAC,146.62,225.945,225.7,218.13,18658645.47
NASDAQ:OMAB,59.08,101.22,100.67,95.78,9273696.78
NYSE:ASR,248.88,356.9,347.3,326.43,21522295.90
NASDAQ:PPC,33.7,57.16,47.28,47.3,62916176.58
NYSE:QXO,10.61,290.0,16.27,13.89,64935097.42
NYSE:FINV,4.63,11.08,8.54,8.31,7243786.22
NASDAQ:CALM,57.1764,116.41,97.01,90.73,84627299.11
NYSE:TME,9.41,17.05,16.36,14.21,126361683.79
NYSE:PBI,4.62,11.01,9.54,9.41,18487010.87
NYSE:SPOT,288.07,663.55,640.18,655.26,1447145905.84
NYSE:RBC,260.53,372.95,367.27,349.19,49700540.81
NYSE:RS,250.07,326.87,300.73,295.85,69385045.06
