date,symbol,amount
2025-08-29,NYSE:WDS,0.53
2025-06-26,NYSE:BBW,0.22
2025-09-25,NYSE:BBW,0.22
2025-07-08,NASDAQ:ROP,0.825
2025-10-03,NASDAQ:ROP,0.825
2025-08-04,NASDAQ:CALM,2.354
2025-05-19,NYSE:PBI,0.07
2025-08-11,NYSE:PBI,0.08
2025-07-01,NYSE:HEI,0.12
2025-07-01,NYSE:EHC,0.17
2025-10-01,NYSE:EHC,0.19
2025-05-23,NYSE:BMI,0.34
2025-08-22,NYSE:BMI,0.4
2025-05-12,NYSE:ROL,0.165
2025-08-11,NYSE:ROL,0.165
2025-05-21,NASDAQ:GOOD,0.1
2025-06-20,NASDAQ:GOOD,0.1
2025-07-21,NASDAQ:GOOD,0.1
2025-08-20,NASDAQ:GOOD,0.1
2025-09-22,NASDAQ:GOOD,0.1
2025-10-24,NASDAQ:GOOD,0.1
2025-05-09,NYSE:PH,1.8
2025-09-02,NYSE:PH,1.8
