Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:DVLT	1	1.20			Buy 3296 at $0.80 ~= $2,637	0	0
NYSE:SMR	1	29.98				0	0
NYSE:NKE	1	100.69	2025-12-01	0.4025	Buy 39 at $67.13 ~= $2,618	72.06923635264161	78.36964173187286
NYSE:DD	1	66.25	2025-11-28	0.4025	Buy 59 at $44.17 ~= $2,606	0	0
NYSE:BROS	1	94.94				0	0
NASDAQ:LSCC	1	134.20			Buy 29 at $89.47 ~= $2,595	0	0
NASDAQ:SBLK	1	30.93	2025-12-05	0.075		0	0
NYSE:DSX	1	2.94				0	0
NASDAQ:IMPP	1	6.15				0	0
NYSE:POR	1	74.16	2025-12-22	0.5125	Buy 53 at $49.44 ~= $2,620	0	0
NASDAQ:COLM	1	83.88	2025-11-20	0.3	Buy 47 at $55.92 ~= $2,628	0	0
NASDAQ:DMRC	1	9.73				0	0
NYSE:GBX	1	73.86	2026-01-27	0.315	Buy 48 at $49.24 ~= $2,364	13.311180167493845	87.78183509681989
NYSE:GWH	1	2.73				0	0
NYSE:NWN	1	69.91	2025-10-31	0.49		0	0
NYSE:GSL	1	54.72	2025-11-21	0.53125		0	0
NYSE:LAD	1	511.68	2025-11-07	0.545		0	0
NYSE:NMM	1	86.55	2025-11-10	0.05		0	0
NASDAQ:ICON	1	4.14				0	0
NASDAQ:SHIP	1	14.25	2025-12-29	0.0825		0	0
