ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:INTC,17.665,50.39,46.96,45.55,5580011184.21
NASDAQ:AMD,76.48,267.0799,231.83,203.17,8084919475.78
NASDAQ:NVTS,1.52,17.79,10.91,10.07,323748430.48
NYSE:NOK,4.0,8.19,6.55,6.48,221742358.81
NYSE:UMC,5.61,9.37,9.3,8.79,102798672.50
NASDAQ:KOPN,0.7091,4.16,3.3,2.84,12206113.54
NASDAQ:AUR,3.6,10.77,4.67,4.79,82440900.17
NASDAQ:QCOM,120.8019,205.95,159.42,177.78,1706551644.48
NASDAQ:CTSH,65.15,90.82,84.74,85.26,401465070.72
NASDAQ:MCHP,34.125,77.2,74.7,75.22,623659158.97
NASDAQ:TXN,139.95,221.69,191.58,190.31,1362116448.73
NASDAQ:POET,3.09,9.41,8.3,7.39,55766926.06
NASDAQ:ERIC,6.64,10.35,9.42,9.34,82524076.30
NYSE:ASX,6.94,19.665,19.41,17.64,122079191.05
NYSE:IBM,214.5,324.9,305.67,304.22,1209933933.21
NASDAQ:ALAB,47.125,262.9,182.0,162.61,818405926.28
NYSE:DD,33.335,85.0,42.86,43.81,227811959.83
NASDAQ:TER,65.77,238.92,228.145,217.26,632048534.77
NASDAQ:SWKS,47.93,95.4597,57.77,60.17,252535870.00
NASDAQ:INDI,1.53,6.05,4.28,3.96,12054696.02
