ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:ICON,0.04,4.2301,3.12,0.6525,3285065.30
NASDAQ:SBLK,12.06,20.87,19.64,19.37,26546111.10
NYSE:DSX,1.27,2.035,1.86,1.68,1089656.60
NYSE:TEN,13.402000000000001,26.69,25.15,21.89,7657065.34
NYSE:GSL,17.7301,37.22,35.7,34.92,10249120.21
NASDAQ:IMPP,2.116965,6.57,3.77,3.65,1922907.10
NASDAQ:GASS,4.9,8.18,7.86,7.04,1000695.92
NASDAQ:SHIP,4.78,11.15,9.43,9.12,1219088.42
NYSE:NMM,28.37,56.67,55.57,51.39,5342306.97
NYSE:DAC,65.4,100.0,98.73,95.25,6417142.41
NASDAQ:ESEA,26.3,66.0,55.06,54.22,1975282.23
NYSE:DD,33.335,85.0,43.81,40.87,161738888.82
NYSE:ELME,2.695,18.08,2.95,17.52,61364065.09
NASDAQ:AVGO,138.1,414.61,344.97,347.62,7468622501.67
NASDAQ:NVDA,86.62,212.1899,184.86,188.85,26880105188.01
NASDAQ:EA,115.21,204.885,204.1,204.41,290352118.72
NASDAQ:AMD,76.48,267.0799,203.17,223.47,5503947511.04
NASDAQ:RMBS,40.12,114.55,93.38,99.28,128388075.81
NYSE:NPKI,4.76,13.998,12.42,12.1,5277622.22
NYSE:NLOP,19.87,34.53,20.0,20.83,4240259.76
