Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:DSX	1	2.58				0	0
NASDAQ:SBLK	1	28.88	2025-12-05	0.075	Buy 137 at $19.25 ~= $2,637	0	0
NASDAQ:IMPP	1	5.50				0	0
NYSE:GSL	1	52.92	2025-11-21	0.53125		0	0
NYSE:TEN	1	33.77	2026-02-11	0.375	Buy 117 at $22.51 ~= $2,634	0	0
NASDAQ:SHIP	1	14.09	2025-12-29	0.0825		0	0
NYSE:DAC	1	141.82	2025-12-02	0.8625		0	0
NYSE:NMM	1	78.90	2025-11-10	0.05		0	0
NASDAQ:ESEA	1	84.75	2025-12-09	0.5125		0	0
NASDAQ:ALAB	0.6881842613220215	181.25			Buy 15 at $174.22 ~= $2,613	0	0
NYSE:DD	0.6851597428321838	42.27	2025-11-28	0.4025	Buy 65 at $40.64 ~= $2,642	0	0
NASDAQ:NVDA	0.6848458051681519	198.21	2025-12-04	0.01		247.0122745629141	249.13827504981032
NASDAQ:AVGO	0.6844910979270935	363.92	2025-12-22	0.605		440.014968644311	473.3443284018031
NYSE:BF.B	0.6762810945510864	27.42	2025-12-05	0.2265	Buy 100 at $26.37 ~= $2,637	28.12604015887452	31.17557957783483
NYSE:BF.A	0.6637068390846252	27.53	2025-12-05	0.2265		29.919673520171038	35.247663705674185
NASDAQ:QCOM	0.6621090173721313	180.54	2025-12-04	0.87		0	0
NASDAQ:SWKS	0.6612443923950195	66.96	2025-11-18	0.7025		0	0
NASDAQ:SIMO	0.6393569111824036	96.51	2026-02-11	0	ADR	0	0
NASDAQ:KLAC	0.6152769923210144	1296.62	2025-11-17	1.8	Buy 2 at $1,250.93 ~= $2,502	0	0
NYSE:ABEV	0.6009821891784668	2.57	2025-12-22	0.4165	ADR	0	0
