Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:DD	1	63.26	2025-11-28	0.4025	Buy 62 at $42.17 ~= $2,615	0	0
NASDAQ:SBLK	1	29.64	2025-12-05	0.075	Buy 134 at $19.76 ~= $2,648	0	0
NASDAQ:IMPP	1	5.66				0	0
NYSE:GSL	1	53.19	2025-11-21	0.53125		0	0
NYSE:DSX	1	2.59				0	0
NYSE:TEN	1	33.77	2026-02-11	0.375		0	0
NASDAQ:SHIP	1	14.09	2025-12-29	0.0825		0	0
NYSE:NMM	1	77.89	2025-11-10	0.05		0	0
NYSE:DAC	1	143.84	2025-12-02	0.8625		0	0
NASDAQ:ESEA	1	83.07	2025-12-09	0.5125		0	0
NASDAQ:NVDA	0.5511971116065979	200.14	2025-12-04	0.01	Buy 13 at $193.63 ~= $2,517	248.86754575762393	250.97674472133062
NASDAQ:AVGO	0.5290825366973877	366.63	2025-12-22	0.605		440.67813537300214	473.75074800173223
NYSE:NLOP	0.5258697271347046	21.45	2026-01-02	0		0	0
NYSE:SITC	0.4894249141216278	6.63	2025-12-15	0		0	0
NASDAQ:AMD	0.4728073477745056	241.14				0	0
NYSE:AL	0.4630076289176941	66.15	2025-12-04	0.22		0	0
NYSE:GEV	0.451900839805603	719.43	2026-01-05	0.25		0	0
NASDAQ:ALAB	0.4511588513851166	188.31				0	0
NYSE:MDT	0.4460660517215729	100.43	2025-12-26	0.705		90.2707462061175	122.63230867591176
NASDAQ:INTC	0.43476781249046326	43.32				0	0
