ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:INTC,17.665,50.39,48.56,44.06,5898611507.52
NASDAQ:AMD,76.48,267.0799,231.92,207.69,8365760814.54
NYSE:NOK,4.0,8.19,6.41,6.58,224891298.00
NYSE:UMC,5.61,10.93,10.78,8.85,120468057.16
NASDAQ:KOPN,0.7091,4.16,3.16,2.96,13248361.55
NASDAQ:AUR,3.6,10.77,4.49,4.76,76149198.59
NASDAQ:QCOM,120.8019,205.95,154.07,169.27,1730642333.47
NASDAQ:CTSH,65.15,90.82,82.21,85.23,424061765.56
NASDAQ:POET,3.09,9.41,8.24,7.21,62334505.77
NASDAQ:MCHP,34.125,77.2,73.17,73.39,637036635.11
NASDAQ:TXN,139.95,221.69,189.59,189.07,1398315073.47
NASDAQ:ERIC,6.64,10.35,9.41,9.42,90335976.59
NYSE:ASX,6.94,19.665,18.9,18.27,120759409.25
NYSE:IBM,214.5,324.9,291.35,312.18,1295899221.51
NASDAQ:ALAB,47.125,262.9,183.75,172.57,785431830.80
NYSE:DD,33.335,85.0,42.28,43.43,226466135.86
NASDAQ:SWKS,47.93,95.4597,57.41,58.85,249144966.79
NASDAQ:INDI,1.53,6.05,4.18,3.9,11515168.42
NASDAQ:NXPI,148.09,255.45,230.7,238.33,597324713.43
NYSE:PAGS,6.5,11.16,10.26,10.43,35395289.39
