ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:INTC,17.665,54.6,54.32,48.72,7088904055.40
NASDAQ:AMD,76.48,267.0799,253.73,223.6,9311208450.63
NASDAQ:AAPL,169.2101,288.62,248.35,259.96,12743236990.16
NYSE:NOK,4.0,8.19,6.5,6.36,210675786.15
NASDAQ:USAR,5.56,43.98,22.71,18.28,278859252.84
NYSE:UMC,5.61,11.2,10.9,8.79,119483738.36
NASDAQ:ERIC,6.64,10.35,9.58,9.38,102363987.96
NASDAQ:SHOP,69.84,182.19,137.64,157.51,1232699550.87
NASDAQ:AUR,3.6,10.77,4.88,4.62,69941622.01
NASDAQ:MCHP,34.125,79.5,75.47,74.68,617903222.08
NYSE:ASX,6.94,19.665,19.06,18.88,123431740.06
NASDAQ:QCOM,120.8019,205.95,157.8,164.54,1620051915.77
NYSE:APH,56.45,157.54,152.5,146.75,1261256997.07
NYSE:DVN,25.89,38.88,37.98,37.92,385322338.51
NASDAQ:POET,3.09,9.41,6.94,8.09,80825705.94
NASDAQ:TXN,139.95,221.69,194.99,193.45,1286128109.69
NYSE:TOST,28.1221,49.66,34.21,35.66,305505645.32
NASDAQ:CORZ,6.2,23.63,18.08,17.92,170744990.43
NYSE:WMB,51.58,65.55,63.72,60.71,429067560.37
NASDAQ:ALAB,47.125,262.9,176.35,172.14,765765405.04
