ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:DD,33.335,85.0,43.23,40.68,166409560.38
NASDAQ:SBLK,12.06,20.87,20.51,19.26,22965821.13
NASDAQ:IMPP,2.116965,6.57,3.73,3.6,1862101.25
NYSE:GSL,17.7301,37.22,36.32,34.94,9300442.93
NYSE:DSX,1.27,2.035,1.78,1.71,998088.44
NYSE:TEN,13.402000000000001,26.69,24.0,22.22,5523496.52
NASDAQ:SHIP,4.78,11.15,9.67,9.3,1220549.54
NYSE:NMM,28.37,56.44,55.44,52.35,4838658.80
NYSE:DAC,65.4,100.0,98.23,93.97,5799760.22
NASDAQ:ESEA,26.3,66.0,55.74,55.04,1764966.57
NASDAQ:AVGO,138.1,414.61,343.5,349.85,7265273213.62
NASDAQ:ALAB,47.125,262.9,165.77,170.84,628311670.83
NYSE:NLOP,19.97,34.53,20.7,25.58,4283954.75
NYSE:SITC,6.205,15.93,6.27,6.43,7241110.63
NASDAQ:NVDA,86.62,212.1899,189.11,187.54,25720938278.19
NASDAQ:AMD,76.48,267.0799,210.02,215.34,5053497927.72
NASDAQ:SIMO,37.21,121.31,121.13,90.46,55371495.85
NASDAQ:RMBS,40.12,114.55,91.65,94.69,105582068.59
NASDAQ:MTSI,84.0,190.9475,170.62,174.87,132011010.48
NASDAQ:MRVL,47.085,127.48,84.64,86.76,1090791107.83
