ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:SBLK,12.06,20.87,19.22,18.89,24462886.88
NYSE:DSX,1.27,2.035,1.66,1.71,968152.11
NASDAQ:IMPP,2.116965,6.57,3.62,3.79,2324545.72
NYSE:TEN,13.402000000000001,26.69,22.42,22.21,4806824.97
NYSE:GSL,17.7301,37.22,35.04,34.5,8085549.39
NYSE:ECO,17.91,39.77,33.84,32.6,7778115.45
NASDAQ:SHIP,4.78,11.15,9.23,9.31,1323992.77
NYSE:DAC,65.4,100.0,94.18,94.85,5817709.49
NYSE:NMM,28.37,56.44,52.43,51.61,3690064.58
NASDAQ:ESEA,26.3,66.0,54.6,54.56,1765308.81
NYSE:DD,33.335,85.0,40.2,41.04,202032509.06
NASDAQ:AVGO,138.1,414.61,346.1,349.32,14122744682.03
NYSE:GGB,2.27,3.8,3.69,3.74,38741548.56
NYSE:PBR.A,10.275,13.6,11.27,11.29,53698679.96
NASDAQ:NVDA,86.62,212.1899,186.5,189.21,28248111720.71
NYSE:PHM,88.07,142.11,117.26,117.38,238918154.51
NASDAQ:KLAC,551.33,1286.81,1215.08,1268.75,925038423.72
NASDAQ:QCOM,120.8019,205.95,171.05,174.75,1213887817.06
NYSE:JCI,68.03,123.78,119.75,121.13,610970478.96
NYSE:AER,85.57,146.67,143.76,145.22,129906734.28
