date,symbol,amount
2026-02-13,NASDAQ:FHB,0.26
2025-11-28,NYSE:BOH,0.7
2026-02-27,NYSE:BOH,0.7
2025-11-28,NYSE:CPF,0.28
2026-02-27,NYSE:CPF,0.29
2026-02-05,NYSE:MATX,0.36
2025-12-19,NYSE:ALEX,0.35
2025-12-02,NYSE:LOB,0.03
2026-03-02,NYSE:SEM,0.0625
2025-12-18,NYSE:SNV,0.39
2026-02-13,NYSE:PFS,0.24
2026-02-06,NYSE:FCF,0.135
2025-12-15,NYSE:BANC,0.1
2026-03-16,NYSE:BANC,0.12
2026-02-13,NYSE:TFC,0.52
2025-12-02,NYSE:KEY,0.205
2026-03-03,NYSE:KEY,0.205
2025-12-15,NYSE:STEL,0.15
2026-01-27,NYSE:MCB,0.2
