Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:NAKA	1	0.89				0	0
NASDAQ:DENN	1	9.24				1.2374109089069847	4.6506197449000855
NYSE:DDD	1	3.29			Buy 455 at $2.19 ~= $996	-1.6749043792593854	2.0218259371498886
NYSE:LRN	1	99.61				267.24506228683236	312.98608887932926
NYSE:SON	1	60.20	2025-12-10	0.525		111.56561135014906	210.1143563544926
NASDAQ:UCB	1	44.71	2025-12-15	0.2425		-100.38613053987486	-93.91628381757145
NASDAQ:BLKB	1	87.73				203.69688945242444	214.13380950396638
NYSE:NGVT	1	73.62				114.67986187091503	146.71589735808985
NASDAQ:SCSC	1	58.55				56.02663878748759	68.07931784070313
NASDAQ:SFST	1	73.13				-365.5920242441876	-360.2666900043496
NASDAQ:WRLD	0.9845201373100281	149.37				723.3915134945462	756.7337115991616
NYSE:RM	0.9595676064491272	39.25	2025-11-25	0.3		195.1041348535547	212.37487376293166
NYSE:COUR	0.9324643611907959	8.82				17.84832053496171	19.577749111586265
NASDAQ:APEI	0.9186580181121826	37.70				79.48401559304345	92.41278083684317
NYSE:CHGG	0.9099605083465576	1.11				14.277555087477731	9.715514508172884
NYSE:FC	0.9028933048248291	16.15				23.712226301681856	31.260027501135
NYSE:DD	0.8926358819007874	41.16	2025-11-28	0.4025		61.60863464613187	87.937732570912
NYSE:MFG	0.8870347142219543	6.97			ADR	-96.23729306090321	-93.58076650253396
NASDAQ:UDMY	0.8681182861328125	5.32				6.552006105292553	8.364189229931585
NASDAQ:CASH	0.8670365214347839	71.16	2025-09-10	0		0	0
