ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:MFG,4.04,7.12,7.09,6.57,17162106.79
NYSE:SITC,6.76,16.09,7.37,6.89,8735815.54
NASDAQ:GOOD,10.465,17.875,11.02,10.74,5214557.42
NYSE:DD,33.335,85.12,39.44,37.88,225586498.54
NYSE:SEM,11.65,21.36,15.41,12.81,18256938.57
NYSE:TAK,12.8,15.69,14.52,14.09,46162927.83
NASDAQ:MRVL,47.085,127.48,87.72,81.32,1380107246.25
NYSE:AHH,6.005,11.24,6.46,6.03,6075531.55
NASDAQ:CRDO,29.09,193.5,164.01,141.88,972305838.75
NYSE:NMR,4.86,7.6564,7.64,6.99,8259476.61
NYSE:IX,17.75,117.25,27.02,25.74,3755976.10
NYSE:CIO,4.19,7.01,6.8,6.88,2887592.59
NYSE:HUYA,2.21,4.59,2.85,2.69,2620469.69
NYSE:HMC,23.41,34.89,30.3,29.33,29848736.84
NYSE:HIW,24.185,33.11,27.88,27.5,33432934.03
NYSE:CTO,15.065,20.88,18.09,17.09,3886637.71
NYSE:BDN,3.23,5.9,3.42,3.39,8852495.14
NYSE:HEI,216.6801,338.915,315.26,307.48,117977129.83
NYSE:AAT,16.69,29.15,19.46,18.71,7145336.42
NYSE:ARE,48.66,112.42,53.57,49.51,127291464.76
