Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:FHB	1	36.75	2025-11-17	0.26		-128.64194080665152	-125.24591958588735
NYSE:BOH	1	99.07	2025-11-28	0.7		-441.2981459476949	-433.2545379605875
NYSE:CPF	1	44.46	2025-11-28	0.2675		-190.693297853406	-189.40259571768604
NYSE:HE	0.9741339683532715	12.58			Buy 222 at $11.65 ~= $2,586	-23.855027183827175	-6.470368851097533
NYSE:MATX	0.9637095928192139	115.62	2025-11-06	0.345	Buy 24 at $107.57 ~= $2,582	162.60987373902054	267.129015485054
NYSE:ALEX	0.9404628276824951	17.24	2025-09-12	0.225	Buy 160 at $16.15 ~= $2,584	21.44179718190483	15.141910963730107
NASDAQ:APLT	0.9105942249298096	0.34			Buy 8109 at $0.32 ~= $2,595	-1.24653092504134	-1.239262394619964
NYSE:LOB	0.8602645397186279	33.05	2025-09-02	0.03		0	0
NYSE:SEM	0.7923215627670288	13.95	2025-11-12	0.09375		19.327297205092453	31.90307137113196
NYSE:FFWM	0.7815060019493103	5.42				-102.21688746842132	-100.92793984880765
NASDAQ:NAKA	0.7582993507385254	0.67				0	0
NYSE:SNV	0.7506666779518127	49.00	2025-09-18	0.3875		-257.77037716776	-251.7343865839423
NYSE:PFS	0.7417160272598267	19.39	2025-11-14	0.24		-97.34398751279004	-88.62698497241114
NYSE:FCF	0.7281433939933777	16.72	2025-11-07	0.13375		-63.61257323040418	-62.51624332075896
NYSE:BANC	0.7230696082115173	17.83	2025-12-15	0.1		-151.39308061774207	-139.31120253953355
NYSE:TFC	0.7199129462242126	47.05	2025-11-14	0.52		-266.4113669086599	-259.36419738315783
NYSE:KEY	0.7082645893096924	18.36	2025-09-02	0.205		-118.20175260514871	-117.78577106803566
NYSE:STEL	0.7026095986366272	31.62	2025-09-15	0.14		-46.40121092131587	-33.846523248321716
NYSE:MCB	0.6954419612884521	72.67	2025-10-30	0.0375		-551.5260492983875	-568.5814346392307
NYSE:CUBI	0.6908031702041626	69.88				-405.45781418386326	-401.20183026384416
