ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:MFG,4.04,7.11,6.45,6.79,23177938.14
NYSE:AUB,22.85,44.54,31.67,32.73,33043993.01
NYSE:FFWM,4.415,8.52,4.99,5.06,5121152.68
NYSE:LOB,22.68,50.16,29.41,31.29,8546617.20
NYSE:AX,54.46,93.84,76.77,79.85,22049950.90
NASDAQ:UCB,22.93,35.38,29.75,29.98,20448876.16
NYSE:FCF,13.54,19.96,15.58,15.86,10545444.65
NYSE:BAP,165.51,280.88,248.31,252.15,61048644.60
NASDAQ:GABC,32.7516,47.08,38.12,39.51,3376261.17
NASDAQ:TBBK,40.51,81.6526,59.48,62.12,30133897.10
NYSE:SFBS,66.48,101.37,67.76,70.67,12933629.31
NYSE:DB,16.0201,38.78,33.55,37.9,108072869.40
NYSE:CUBI,40.75,72.51,63.94,67.08,15235631.14
NASDAQ:FFIN,29.8,44.66,30.33,30.97,16377061.32
NASDAQ:DENN,2.85,7.66,6.14,6.14,22026341.22
NASDAQ:SCSC,28.75,53.9,37.72,40.81,6390419.42
NYSE:TFC,33.56,49.055,44.4,45.33,336844008.99
NASDAQ:SSB,77.74,114.265,85.77,89.23,69484368.57
NYSE:SON,38.65,52.77,39.77,41.57,41283862.35
NYSE:AMTB,15.62,26.235,17.28,17.78,6204341.02
