Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	1	10.67			ADR	0	0
NYSE:AUB	1	48.81	2025-11-14	0.34		-138.89144664426055	-134.9616406339385
NYSE:FFWM	1	7.77				-102.23926290569031	-100.95540730261872
NYSE:LOB	1	47.04	2025-09-02	0.03		0	0
NYSE:AX	0.9979128241539001	88.87				-177.1008615224959	-166.70099989166894
NASDAQ:UCB	0.9889464974403381	33.13	2025-12-15	0.2425		-103.41895116701977	-96.96132012041404
NYSE:FCF	0.9490283727645874	17.15	2025-11-07	0.13375		-63.725220712972316	-62.63431265158681
NYSE:BAP	0.9410946369171143	277.79				0	0
NASDAQ:GABC	0.9334148168563843	42.06	2025-11-10	0.29		-61.81480071951584	-77.67300054875824
NASDAQ:TBBK	0.9202053546905518	65.79				6.099438019866602	7.954351177800211
NYSE:SFBS	0.9189410209655762	75.70	2025-10-01	0.335		-100.16198669479854	-99.10430509208639
NYSE:DB	0.9180552363395691	39.51				-282.6079859330148	-193.19003338427714
NYSE:CUBI	0.9174264073371887	71.34				-405.65421818210916	-401.4056511629283
NASDAQ:FFIN	0.917356550693512	33.15	2025-12-15	0.185		-28.69621137289899	-27.46533346342916
NASDAQ:DENN	0.9163827896118164	6.53				1.2223715518815983	4.632215345097314
NASDAQ:SCSC	0.915908932685852	43.37			Buy 63 at $40.84 ~= $2,573	58.16797568623132	70.20950268364444
NYSE:TFC	0.913766622543335	47.92	2025-11-14	0.52		-266.52528137797543	-259.4968841526129
NASDAQ:SSB	0.9102211594581604	94.75	2025-11-07	0.555		-394.7940723242245	-362.1231267027694
NYSE:SON	0.9098398685455322	44.22	2025-12-10	0.525		114.93670168208895	213.30146333644942
NYSE:AMTB	0.90378338098526	18.76	2025-11-14	0.09		-187.20312457701903	-185.70194470370947
