Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	0.7038382887840271	16.42	2025-11-12	0.09375		22.023943460514698	34.71174614337885
NYSE:TM	0.6508880853652954	210.65			Buy 5 at $202.88 ~= $1,014; ADR	24.633744135237507	107.37904832749285
NYSE:HMC	0.6221916675567627	31.46	2025-09-29	25.75	ADR	-24.785435461712336	34.68975722087727
NYSE:DD	0.6025938987731934	40.98	2025-11-28	0.4025		64.14381390317317	90.87265249717437
NYSE:NMR	0.58283531665802	7.93			ADR	-64.67134004629018	-61.92076661282022
NYSE:MFG	0.5784672498703003	7.37			ADR	-95.36786196129259	-92.64800671183546
NYSE:IX	0.5762653350830078	27.98			ADR	-27.755648172756572	25.470585576255992
NYSE:TAK	0.5391102433204651	15.02			ADR	25.12563752689029	41.590172261198425
NYSE:AHH	0.49832460284233093	6.75	2025-12-31	0.15625		-9.529994426959087	-10.389899135386539
NASDAQ:GOOD	0.48984894156455994	11.44	2025-12-22	0.3		3.0027836067946305	26.290736514401583
NYSE:CTO	0.48221555352211	18.76	2025-12-11	0.38		3.2347290499436023	28.320549655474114
NYSE:SONY	0.46658191084861755	30.12	2025-09-29	5.625	ADR	23.141567786472567	46.96323918569656
NASDAQ:HBCP	0.4653772711753845	57.68	2025-11-03	0.2725		-128.52222601347972	-120.60808393709341
NYSE:AAT	0.444043904542923	20.26	2025-12-04	0.33875		20.611166547124885	59.35198532297161
NYSE:HUYA	0.4398784339427948	3.01			ADR	0.8181511314596508	0.8181511314596508
NYSE:VICI	0.43555396795272827	29.92	2025-09-18	0.437		52.63671148418713	52.70246619698031
NYSE:HEI	0.4191150963306427	326.95				0	0
NASDAQ:BFST	0.398158997297287	27.40	2025-11-14	0.1425		-123.33938052269168	-119.87353386834141
NYSE:BNL	0.39528828859329224	18.40	2025-12-31	0.29		17.591689495295267	26.383992130306062
NASDAQ:POOL	0.3929060101509094	253.16	2025-11-12	1.225		457.2010533707882	470.81503319804756
