date,symbol,amount
2026-02-13,NASDAQ:FHB,0.26
2026-02-27,NYSE:BOH,0.7
2026-05-29,NYSE:BOH,0.7
2025-12-19,NYSE:ALEX,0.35
2026-02-27,NYSE:CPF,0.29
2026-02-05,NYSE:MATX,0.36
2026-05-07,NYSE:MATX,0.36
2025-12-15,NYSE:PSA,3
2026-03-16,NYSE:PSA,3
2026-03-02,NYSE:DD,0.2
2026-05-15,NYSE:DD,0.2
2025-12-31,NYSE:LXP,0.7
2026-01-30,NYSE:LXP,0.8125
2026-03-31,NYSE:LXP,0.7
2025-12-16,NYSE:BBAR,0.033125
2026-02-19,NYSE:BBAR,0.035656
2026-03-16,NYSE:BBAR,0.036969
2026-04-20,NYSE:BBAR,0.038154
2025-12-01,NASDAQ:GGAL,0.140631
2025-12-29,NASDAQ:GGAL,0.142253
2026-02-02,NASDAQ:GGAL,0.145521
2026-03-02,NASDAQ:GGAL,0.154105
2026-03-30,NASDAQ:GGAL,0.159965
2025-12-16,NYSE:BMA,0.358523
2026-01-22,NYSE:BMA,0.355698
2026-02-19,NYSE:BMA,0.382214
2026-03-20,NYSE:BMA,0.40065
2026-04-20,NYSE:BMA,0.407384
2025-12-31,NYSE:CLDT,0.09
2026-03-31,NYSE:CLDT,0.1
2025-12-31,NYSE:IIPR,1.9
2026-03-31,NYSE:IIPR,1.9
