ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:STNE,7.7223,19.95,17.68,18.82,112054956.06
NASDAQ:ASPI,3.65,14.49,8.73,8.22,61052239.51
NASDAQ:CRDO,29.09,193.5,158.5,164.23,865937051.31
NYSE:CAVA,45.5658,172.4299,49.25,51.7,337685447.27
NYSE:VTEX,3.65,6.93,4.09,4.25,8650153.44
NASDAQ:CG,33.02,69.848,53.9,51.16,205749910.91
NYSE:DHR,171.0,258.23,215.79,213.83,649216170.60
NASDAQ:XP,10.82,20.64,19.8,18.1,102369399.59
NYSE:BLSH,42.55,118.0,45.39,45.75,97007234.35
NYSE:XYL,100.4746,154.27,149.78,149.69,167073002.17
NYSE:FN,148.55,498.0,449.29,459.6,369773684.01
NYSE:ARX,11.2,31.18,12.54,12.07,12919199.29
NASDAQ:VNDA,3.8092,5.7,4.38,4.35,3837796.50
NYSE:TGS,19.74,34.37,30.34,29.69,17401341.26
NYSE:DEA,7.79,23.825,21.76,21.4,11784248.46
NYSE:NOTE,0.4031,5.59,2.76,3.71,853187.15
NYSE:FDP,26.5,40.75,37.46,36.14,14838033.67
NYSE:FCN,149.31,209.13,163.86,167.38,63313780.33
NASDAQ:PAX,9.43,16.24,15.13,15.02,9635181.59
NASDAQ:IBEX,17.53,42.99,36.61,36.47,3841339.10
