Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:XP	1	27.38			Buy 136 at $18.25 ~= $2,482	0	0
NYSE:CAVA	1	80.64				0	0
NASDAQ:ASPI	1	13.42			Buy 278 at $8.95 ~= $2,488	0	0
NASDAQ:CRDO	1	267.52			Buy 13 at $178.35 ~= $2,319	0	0
NASDAQ:STNE	1	28.58			Buy 130 at $19.05 ~= $2,477	0	0
NASDAQ:CG	1	78.41	2025-08-18	0.35	Buy 17 at $52.27 ~= $889	0	0
NYSE:BLSH	1	77.93				0	0
NYSE:DHR	1	324.17	2025-09-26	0.3075		255.57602455965798	295.56283943358807
NYSE:ARX	1	18.25				0	0
NYSE:VTEX	1	6.62				0	0
NASDAQ:PAX	1	24.36	2025-08-15	0.1505		0	0
NYSE:FN	1	675.93				0	0
NYSE:XYL	1	225.23	2025-08-28	0.39		210.4595924682256	214.27077581786267
NYSE:RRX	1	203.99	2025-12-31	0.35	GTC: delete	140.55718783095404	177.7203742527096
NYSE:ROK	1	541.63	2025-11-17	1.295		0	0
NASDAQ:CCOI	1	61.22	2025-08-21	0.99875		0	0
NASDAQ:VNDA	1	6.66				14.465589579442161	15.515991700471996
NYSE:FDP	1	54.69	2025-11-12	0.2875		102.67216711968003	130.9240834221738
NYSE:DEA	1	32.34	2025-11-07	0.50325		83.39507921693614	108.79835543603991
NYSE:FCN	1	251.85				536.6165091670543	566.6577388357564
