ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:STNE,7.7223,19.95,16.15,17.14,126066540.80
NASDAQ:ASPI,3.65,14.49,7.24,8.92,56475171.66
NASDAQ:CRDO,29.09,193.5,145.58,170.16,792752040.41
NYSE:CAVA,44.71,153.34,45.23,49.66,262908301.61
NYSE:VTEX,3.65,6.93,3.83,4.0,10411707.65
NASDAQ:CG,33.02,69.848,51.38,52.5,166307135.13
NYSE:DHR,171.0,258.23,220.44,211.17,775991744.54
NASDAQ:XP,10.82,20.64,18.1,18.92,144550943.79
NYSE:BLSH,36.02,118.0,36.75,46.59,106545485.64
NYSE:XYL,100.4746,154.27,140.99,151.05,182890454.53
NYSE:FN,148.55,498.0,416.64,467.23,324515264.64
NYSE:ARX,11.2,31.18,12.93,12.29,19655664.01
NASDAQ:VNDA,3.8092,5.7,4.4,4.42,2259678.37
NYSE:TGS,19.74,34.37,29.96,29.54,11114250.13
NYSE:DEA,7.79,23.825,20.99,21.58,11075057.01
NYSE:NOTE,0.4031,5.59,2.38,3.01,825928.06
NYSE:FDP,26.5,40.75,34.91,37.63,10640370.98
NYSE:FCN,149.31,208.28,161.32,162.9,46907348.04
NASDAQ:PAX,9.43,16.24,14.51,14.815,9357994.41
NASDAQ:IBEX,19.345,42.99,35.16,36.49,3480054.49
