Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:FHB	1	38.30	2025-11-17	0.26		-123.64673527139632	-120.27285111796282
NYSE:HE	1	17.87			Buy 101 at $11.91 ~= $1,203	-23.740673487810696	-6.238428978359502
NYSE:BOH	1	99.19	2025-11-28	0.7		-441.5456230376859	-433.41708848505453
NYSE:ALEX	1	23.54	2025-09-12	0.225		21.475200705288138	14.991111839027866
NYSE:CPF	1	45.69	2025-11-28	0.2675		-187.74868068442296	-184.62651353851805
NYSE:MATX	1	165.34	2025-11-06	0.345		166.01203079435675	271.6696410523268
NYSE:PSA	0.6746315360069275	287.06	2025-12-15	3		391.7220113398822	458.98037021425876
NYSE:DD	0.6701518297195435	41.40	2025-11-28	0.4025		64.55575237790487	91.31851520656939
NASDAQ:ICON	0.6694478988647461	0.97				0	0
NYSE:LOMA	0.6548819541931152	12.96			ADR	12.760922738425007	13.991902430222218
NYSE:LXP	0.6536879539489746	50.79	2025-12-31	0.675		64.87434582951677	97.60621004564139
NYSE:BBAR	0.644550085067749	17.28	2025-11-21	0	ADR	0	0
NASDAQ:GGAL	0.6301554441452026	56.81	2025-12-01	0	ADR	0	0
NYSE:CEPU	0.6289659738540649	16.49			ADR	32.19744369963192	13.033009792302074
NYSE:BMA	0.6287477016448975	91.55	2025-11-17	122.7675	ADR	0	0
NYSE:CLDT	0.6261204481124878	7.08	2025-09-30	0.085		35.48610117363858	58.03644480517704
NYSE:IIPR	0.6126051545143127	52.22	2025-09-30	1.9		75.72583531086131	102.94969843259665
NYSE:TGS	0.6087591648101807	32.01			ADR	66.04476059940754	102.3906027574034
NYSE:YPF	0.5996887683868408	38.50			ADR	-60202.860043267676	-60097.25066990486
NYSE:TEO	0.5984028577804565	12.54	2025-11-24	0	ADR	38.782099896637654	58.22668984365611
