ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,14.22,13.81,11677698.89
NYSE:MFG,4.04,6.87,6.71,6.47,18717424.50
NYSE:NWG,9.16,15.69,15.58,14.35,43947518.85
NYSE:MCB,47.08,81.33,67.84,77.36,11711060.74
NYSE:SNV,35.94,61.06,44.91,46.11,73661179.60
NYSE:SFBS,66.48,101.37,71.2,71.11,21370703.82
NYSE:CBU,49.44,73.3857,57.36,56.18,11729949.48
NYSE:RNST,26.97,40.4,35.02,34.78,18071517.86
NYSE:DB,16.0201,37.86,34.51,33.18,69090900.91
NASDAQ:CASH,64.45,86.0,69.19,71.75,15992611.01
NYSE:LYG,2.56,4.71,4.68,4.44,34925536.40
NYSE:RF,17.74,27.96,24.27,24.36,1214290236.70
NASDAQ:ALRS,15.78,24.33,21.41,21.54,1177644.63
NASDAQ:FFIC,10.65,18.59,13.09,13.18,3278266.86
NASDAQ:ABCB,48.27,76.58,73.01,73.26,32159400.39
NYSE:FLG,8.56,13.345,11.74,11.53,59491695.44
NASDAQ:CHCO,102.22,137.28,119.85,120.36,9180769.85
NASDAQ:HWC,43.895,64.66,56.88,56.74,64119639.31
NYSE:OBK,28.8,41.165,34.8,34.23,5714931.56
NASDAQ:DCOM,23.25,37.6,27.1,28.9,6776775.28
