date,symbol,amount
2025-12-15,NYSE:PB,0.6
2026-03-13,NYSE:PB,0.6
2025-12-29,NASDAQ:INDB,0.59
2025-11-14,NYSE:OBK,0.15
2026-02-13,NYSE:OBK,0.15
2026-02-13,NASDAQ:IBOC,0.73
2026-01-02,NYSE:SFBS,0.38
2025-12-15,NASDAQ:SYBT,0.32
2025-12-31,NYSE:EQBK,0.18
2025-10-27,NASDAQ:SPFI,0.16
2026-02-02,NASDAQ:SPFI,0.17
2025-11-03,NASDAQ:HBCP,0.31
2026-02-09,NASDAQ:HBCP,0.31
2025-11-05,NASDAQ:AMAL,0.14
2026-02-03,NASDAQ:AMAL,0.17
2025-11-14,NASDAQ:BFST,0.15
2025-11-05,NASDAQ:NBBK,0.07
2026-02-05,NASDAQ:NBBK,0.07
2025-12-12,NYSE:CBU,0.47
2026-03-16,NYSE:CBU,0.47
2025-12-31,NASDAQ:BANF,0.49
2025-12-15,NASDAQ:CTBI,0.53
2026-03-13,NASDAQ:CTBI,0.53
2025-12-15,NASDAQ:FFIN,0.19
2026-03-13,NASDAQ:FFIN,0.19
