Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	0.9710588455200195	6.76			ADR	0	0
NYSE:SEM	0.9185335040092468	14.37	2025-08-13	0.07825	GTC: delete	0	0
NYSE:SFBS	0.8812246918678284	86.15	2025-10-01	0.32625		0	0
NYSE:RF	0.8729044795036316	26.70	2025-09-02	0.25		0	0
NYSE:BY	0.8566045761108398	29.15	2025-08-05	0.095		0	0
NASDAQ:PRDO	0.8440465927124023	36.94	2025-09-02	0.135	Buy 70 at $35.11 ~= $2,458	0	0
NASDAQ:WSFS	0.8331489562988281	57.41	2025-08-08	0.155		0	0
NASDAQ:APEI	0.8307486772537231	41.06				0	0
NYSE:CFG	0.823833703994751	54.59	2025-07-31	0.42		0	0
NYSE:PNC	0.823159396648407	199.92	2025-10-14	1.6		0	0
NYSE:DB	0.8084478378295898	37.24				0	0
NASDAQ:SYBT	0.8079409599304199	74.62	2025-09-15	0.31		0	0
NASDAQ:TBBK	0.8062739372253418	85.19				0	0
NYSE:FC	0.8034118413925171	18.77				0	0
NYSE:FNB	0.8010089993476868	16.45	2025-09-02	0.12		0	0
NASDAQ:LAUR	0.7852373719215393	31.23				0	0
NYSE:GBCI	0.7797384858131409	51.86	2025-10-07	0.33		0	0
NYSE:IX	0.777702808380127	25.95			Buy 99 at $24.80 ~= $2,455; ADR	0	0
NASDAQ:BANF	0.764409601688385	131.35	2025-09-30	0.46		0	0
NASDAQ:HONE	0.764258861541748	14.80	2025-09-03	0.085		0	0
