ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,13.04,12.84,15255781.84
NYSE:SFBS,66.48,101.37,81.99,80.53,16883052.88
NYSE:OBK,28.8,41.165,35.02,34.52,3935348.57
NASDAQ:BFST,20.07,30.2978,23.67,23.61,2369673.13
NASDAQ:HBCP,39.59,61.07,54.44,54.325,1467692.54
NYSE:MFG,4.04,6.87,6.35,6.7,11936214.92
NYSE:RF,17.74,27.96,25.73,26.37,548678258.40
NYSE:IBN,27.416,34.565,31.02,30.23,135068780.18
NASDAQ:TBBK,40.51,80.76,76.44,74.89,39807589.26
NYSE:CMA,48.12,83.22,80.05,68.52,326638105.72
NYSE:PB,61.57,86.755,65.6,66.35,68104114.78
NASDAQ:TCBI,59.37,94.61,86.62,84.53,29410719.38
NASDAQ:CTBI,44.6,61.665,55.17,55.95,3719705.77
NYSE:CUBI,40.75,72.51,65.56,65.37,17413859.15
NYSE:FFWM,4.415,8.52,5.92,5.57,3056570.67
NYSE:BY,22.63,32.89,27.74,27.73,4941925.97
NYSE:FCF,13.54,19.96,16.83,17.05,9134126.61
NASDAQ:IBOC,54.11,76.91,68.19,68.75,11403043.20
NASDAQ:SBSI,25.85,38.0,28.31,28.25,3405607.75
NYSE:EQBK,34.1116,50.845,40.48,40.7,2407435.65
