date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2026-03-02,NYSE:SEM,0.0625
2026-01-20,NYSE:PNC,1.7
2025-12-09,NYSE:GBCI,0.33
2025-10-29,NYSE:CFG,0.46
2026-02-04,NYSE:CFG,0.46
2025-12-01,NYSE:FNB,0.12
2026-03-02,NYSE:FNB,0.12
2025-12-18,NYSE:RNST,0.23
2025-11-04,NYSE:BY,0.1
2026-02-03,NYSE:BY,0.12
2026-01-02,NYSE:SFBS,0.38
2025-12-31,NASDAQ:BANF,0.49
2025-12-05,NASDAQ:HWC,0.45
2026-03-05,NASDAQ:HWC,0.5
2025-12-01,NYSE:RF,0.265
2026-03-02,NYSE:RF,0.265
2025-12-15,NYSE:CADE,0.275
2026-01-30,NYSE:CADE,0.34375
2025-11-04,NYSE:ITUB,0.003105
2025-12-02,NYSE:ITUB,0.003105
2025-12-11,NYSE:ITUB,0.419504
2026-01-05,NYSE:ITUB,0.003257
2026-02-03,NYSE:ITUB,0.003355
2026-02-26,NYSE:ITUB,0.0028
2026-03-03,NYSE:ITUB,0.003355
2026-04-02,NYSE:ITUB,0.003355
2025-11-07,NASDAQ:WSFS,0.17
2026-02-13,NASDAQ:WSFS,0.17
