Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	1	9.75			ADR	0	0
NASDAQ:VBTX	1	51.22	2025-09-16	0.21		0	0
NYSE:SFBS	1	124.57	2025-10-01	0.32625		0	0
NYSE:OBK	1	53.22	2025-08-15	0.15		0	0
NYSE:EQBK	1	62.11	2025-09-30	0.15		0	0
NASDAQ:BFST	0.9886953830718994	26.20	2025-08-15	0.14		0	0
NASDAQ:SBSI	0.9882633090019226	31.44	2025-08-21	0.36		0	0
NYSE:RF	0.9878141283988953	29.33	2025-09-02	0.25		0	0
NASDAQ:HBCP	0.9831212162971497	60.39	2025-08-04	0.2625		0	0
NYSE:SEM	0.973092794418335	14.17	2025-08-13	0.07825	GTC: delete; STOP: $8.85	0	0
NYSE:IBN	0.9719538688659668	33.18	2025-08-12	0	ADR	0	0
NYSE:TFC	0.9680482745170593	49.93	2025-08-08	0.52		0	0
NYSE:FCF	0.9655169248580933	18.47	2025-08-08	0.1325		0	0
NYSE:STEL	0.9584329128265381	33.50	2025-09-15	0.1375		0	0
NASDAQ:IBOC	0.9573497772216797	74.80	2025-08-15	0.34		0	0
NYSE:MTB	0.9554871320724487	213.14	2025-09-02	1.35		0	0
NASDAQ:WSFS	0.9491698145866394	59.09	2025-08-08	0.155		0	0
NASDAQ:SYBT	0.9473550915718079	76.05	2025-09-15	0.31		0	0
NASDAQ:UCB	0.9469536542892456	34.56	2025-09-15	0.24		0	0
NYSE:FFWM	0.9459694623947144	6.36				0	0
