date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-12-18,NYSE:SNV,0.39
2026-01-02,NYSE:SFBS,0.38
2025-10-30,NYSE:MCB,0.15
2026-01-27,NYSE:MCB,0.2
2025-12-18,NYSE:RNST,0.23
2025-12-10,NASDAQ:CASH,0.05
2025-12-12,NYSE:CBU,0.47
2026-03-16,NYSE:CBU,0.47
2025-12-01,NYSE:RF,0.265
2025-12-26,NASDAQ:ALRS,0.21
2026-01-15,NASDAQ:CHCO,0.87
2025-12-05,NASDAQ:FFIC,0.22
2025-12-31,NASDAQ:ABCB,0.2
2025-12-05,NASDAQ:HWC,0.45
2025-11-14,NYSE:OBK,0.15
2026-02-13,NYSE:OBK,0.15
2025-12-09,NYSE:GBCI,0.33
2025-12-05,NYSE:FLG,0.01
