ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:MFG,4.04,6.87,6.28,6.38,14252624.45
NYSE:SEM,11.65,40.98,13.36,13.64,19893367.44
NYSE:SFBS,66.48,101.37,74.79,80.14,15067646.70
NYSE:RF,17.74,27.96,23.35,25.31,758242850.18
NYSE:BY,22.63,32.89,25.72,27.29,4447859.23
NASDAQ:PRDO,20.55,38.0249,34.81,34.8,14527631.61
NASDAQ:WSFS,42.44,62.75,50.35,53.39,14981340.78
NASDAQ:APEI,14.01,39.83,37.0,36.78,7394340.65
NYSE:CFG,32.6,55.24,48.39,51.85,316998170.74
NYSE:PNC,145.12,216.26,178.37,190.67,480248571.29
NYSE:DB,16.0201,37.86,35.1,35.24,66154518.54
NASDAQ:SYBT,60.75,83.83,65.18,69.04,8130528.29
NASDAQ:TBBK,40.51,81.6526,71.68,76.85,42043287.57
NYSE:FC,17.06,44.16,17.55,17.93,1167604.82
NYSE:FNB,10.88,17.7,14.65,15.95,288539548.60
NASDAQ:LAUR,15.15,31.74,29.35,29.07,29936987.68
NYSE:GBCI,36.76,60.67,45.05,47.56,54974879.59
NYSE:IX,17.75,117.25,24.84,25.08,3595414.39
NASDAQ:BANF,97.02,138.77,114.68,124.22,13874902.99
NASDAQ:HONE,8.89,14.29,12.87,13.87,8780318.83
