ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:WULF,2.06,17.05,14.82,12.88,621664169.20
NYSE:IONQ,14.15,84.64,60.17,59.37,1873073849.46
NASDAQ:AGNC,7.85,10.6282,10.0,10.09,244066706.72
NYSE:UAA,4.47,11.89,4.55,4.85,43286174.99
NASDAQ:HST,12.22,19.365,16.08,16.63,97158755.78
NASDAQ:REKR,0.621,3.42,2.45,2.65,24821361.90
NYSE:UA,4.33,10.62,4.37,4.68,18992464.11
NASDAQ:BLNK,0.6301,2.6499,1.61,1.79,5761050.95
NASDAQ:CEG,161.35,412.7,382.48,365.8,1031433440.21
NASDAQ:PGEN,0.6513,5.225,4.05,4.25,17121487.41
NASDAQ:NVAX,5.01,11.55,8.43,8.36,30271846.77
NASDAQ:IMAB,0.595,6.79,4.63,4.82,9071997.20
NYSE:MKC,63.64,86.24,64.11,67.37,148436065.12
NYSE:CIEN,49.21,193.74,188.96,172.58,384487575.31
NYSE:DRH,6.185,10.0,7.86,7.81,21126060.77
NYSE:OHI,35.04,44.415,39.87,40.69,58916812.83
NASDAQ:ALT,2.9,11.16,4.07,3.96,9821802.43
NASDAQ:PCSA,0.15,1.5,0.3545,0.3065,2063369.22
NASDAQ:BTCS,1.2,8.49,3.59,3.94,6082655.73
NYSEAMERICAN:LEU,49.4001,464.25,383.31,344.23,572057766.93
