Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	1	9.36			ADR	0	0
NYSE:SEM	1	20.71	2025-08-13	0.07825	GTC: delete	0	0
NYSE:DB	0.9670228958129883	36.55				0	0
NYSE:SFBS	0.9580144286155701	82.32	2025-10-01	0.32625		0	0
NYSE:NWG	0.9469715356826782	15.52	2025-08-08	0.0625	ADR	0	0
NYSE:GBCI	0.9469040632247925	47.52	2025-10-07	0.33		0	0
NYSE:NMR	0.9230144023895264	7.57			Buy 350 at $7.12 ~= $2,492; ADR	0	0
NYSE:MTB	0.9219503998756409	195.57	2025-09-02	1.3875		0	0
NYSE:IX	0.921531081199646	26.66			ADR	0	0
NASDAQ:FHB	0.9134506583213806	25.13	2025-08-18	0.26		0	0
NASDAQ:CCB	0.9133518934249878	110.78				0	0
NYSE:RNST	0.9060510993003845	37.19	2025-09-16	0.22		0	0
NYSE:CPF	0.9053028225898743	30.78	2025-08-29	0.265		0	0
NYSE:CADE	0.9035336375236511	39.67	2025-09-15	0.2625		0	0
NASDAQ:CASH	0.8980108499526978	76.52	2025-09-10	0.05		0	0
NYSE:BY	0.8950628042221069	28.50	2025-08-05	0.095		0	0
NYSE:BOH	0.8901405930519104	65.81	2025-08-29	0.7		0	0
NYSE:SONY	0.8895447850227356	31.19			Buy 84 at $29.49 ~= $2,477; ADR	0	0
NYSE:LYG	0.8891683220863342	4.77	2025-08-04	0.00825	ADR	0	0
NASDAQ:WSFS	0.8883257508277893	55.78	2025-08-08	0.155		0	0
