Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	1	9.68			ADR	0	0
NASDAQ:HONE	1	20.96	2025-09-03	0.085		0	0
NYSE:PB	1	98.61	2025-09-15	0.575		0	0
NASDAQ:INDB	1	104.46	2025-09-29	0.58		0	0
NYSE:OBK	1	52.44	2025-08-15	0.15		0	0
NASDAQ:IBOC	1	101.79	2025-08-15	0.34		0	0
NYSE:SFBS	1	121.98	2025-10-01	0.32625		0	0
NASDAQ:SYBT	1	104.91	2025-09-15	0.31		0	0
NYSE:EQBK	1	62.04	2025-09-30	0.15		0	0
NASDAQ:SPFI	1	57.51	2025-07-28	0.1475		0	0
NASDAQ:HBCP	1	81.68	2025-08-04	0.2625		0	0
NASDAQ:AMAL	0.9948459267616272	30.12	2025-08-05	0.135		0	0
NASDAQ:BFST	0.9929080605506897	25.99	2025-08-15	0.14		0	0
NASDAQ:VBTX	0.990460216999054	35.17	2025-09-16	0.21		0	0
NASDAQ:NBBK	0.9896849393844604	19.34	2025-08-06	0	GTC: delete	0	0
NYSE:CBU	0.9870743155479431	63.43	2025-09-12	0.46		0	0
NASDAQ:BANF	0.985916256904602	136.01	2025-09-30	0.46		0	0
NASDAQ:CTBI	0.983354926109314	60.36	2025-09-15	0.47		0	0
NASDAQ:TCBI	0.9806832671165466	93.98				0	0
NASDAQ:FFIN	0.9725678563117981	36.45	2025-09-15	0.1825		0	0
