ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:RF,17.74,27.96,24.16,26.39,575357211.12
NYSE:MFG,4.04,6.87,6.09,6.61,13633784.70
NASDAQ:FULT,14.325,22.49,17.31,18.35,24911343.29
NASDAQ:VBTX,20.37,34.96,30.34,33.5,43361304.94
NYSE:HOMB,24.22,32.905,26.72,28.1,26890060.39
NYSE:PB,61.57,86.755,62.98,65.82,64407313.27
NASDAQ:UCB,22.93,35.38,30.5,31.51,20466884.32
NASDAQ:HONE,8.89,14.22,13.44,13.63,9323094.25
NASDAQ:TCBI,59.37,94.61,80.18,84.72,29044543.11
NASDAQ:FFIN,30.58,44.66,32.11,33.5,15830271.61
NASDAQ:WSFS,42.44,62.75,51.6,53.94,13311171.38
NASDAQ:INDB,52.15,77.23,65.5,69.45,18308335.07
NASDAQ:IBOC,54.11,76.91,65.75,68.67,11813393.40
NASDAQ:HIFS,209.71,303.51,272.18,279.41,34738199.86
NASDAQ:FISI,20.97,29.785,26.25,27.09,4045848.84
NASDAQ:CCNE,19.32,29.29,23.6,24.04,3020146.73
NYSE:BY,22.63,32.89,26.41,27.63,4786677.49
NYSE:OBK,28.8,41.165,32.98,34.55,4472742.61
NYSE:SFBS,66.48,101.37,76.76,81.11,16514084.09
NASDAQ:NBBK,15.094000000000001,21.05,16.87,17.69,2399241.33
