ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SEM,11.65,40.98,14.21,13.79,11840868.69
NYSE:MFG,4.04,6.87,6.51,6.47,12341807.43
NYSE:NWG,9.16,15.69,15.66,14.45,43343121.36
NYSE:SNV,35.94,61.06,45.38,45.89,75753414.24
NYSE:SFBS,66.48,101.37,70.93,76.3,21271208.67
NYSE:MCB,47.08,81.33,68.84,75.65,11533244.57
NYSE:RNST,26.97,40.4,34.98,34.87,17534307.23
NASDAQ:CASH,64.45,86.0,70.17,71.98,16321344.94
NYSE:DB,16.0201,37.86,33.94,33.9,66282275.64
NYSE:CBU,49.44,73.3857,57.38,56.04,11724517.85
NYSE:RF,17.74,27.96,24.24,24.06,1198000943.50
NYSE:LYG,2.56,4.71,4.7,4.48,34072726.27
NASDAQ:ALRS,15.78,24.33,21.5,21.54,1376122.33
NASDAQ:CHCO,102.22,137.28,120.11,121.45,9253778.33
NASDAQ:FFIC,10.65,18.59,13.12,13.41,3318351.28
NASDAQ:ABCB,48.27,76.58,74.41,72.59,30592661.51
NASDAQ:HWC,43.895,64.66,56.5,56.57,65979442.27
NYSE:OBK,28.8,41.165,34.36,33.87,5607490.23
NYSE:GBCI,36.76,60.67,43.59,43.58,53068700.21
NYSE:FLG,8.56,13.345,11.88,11.54,59651120.91
