Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:MFG	1	9.71			ADR	0	0
NASDAQ:VBTX	1	49.17	2025-09-16	0.21		0	0
NYSE:PB	1	98.94	2025-09-15	0.575		0	0
NASDAQ:TCBI	1	131.77				0	0
NYSE:BY	1	41.97	2025-08-05	0.095		0	0
NYSE:OBK	1	53.16	2025-08-15	0.15		0	0
NYSE:EQBK	1	62.97	2025-09-30	0.15		0	0
NASDAQ:IBOC	1	102.94	2025-08-15	0.34		0	0
NYSE:SFBS	1	123.87	2025-10-01	0.32625		0	0
NASDAQ:SBSI	1	42.70	2025-08-21	0.36		0	0
NASDAQ:SPFI	1	58.09	2025-07-28	0.1475		0	0
NASDAQ:SYBT	1	106.20	2025-09-15	0.31		0	0
NASDAQ:CTBI	1	83.86	2025-09-15	0.47		0	0
NASDAQ:RBCAA	1	106.97	2025-09-19	0.429		0	0
NYSE:HOMB	0.9966122508049011	31.28	2025-08-13	0.19625		0	0
NYSE:FFWM	0.9937713742256165	6.60				0	0
NASDAQ:HBCP	0.9905011653900146	59.96	2025-08-04	0.2625		0	0
NYSE:STEL	0.9890318512916565	33.88	2025-09-15	0.1375		0	0
NASDAQ:FFIN	0.9787395000457764	36.39	2025-09-15	0.1825		0	0
NYSE:MCB	0.9739885926246643	83.21	2025-07-28	0		0	0
