Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:SEM	0.9757622480392456	15.61	2025-08-13	0.07825	GTC: delete	0	0
NYSE:MFG	0.9236928820610046	6.86			ADR	0	0
NASDAQ:BANF	0.7974271178245544	119.04	2025-09-30	0.4675		99.12545084983496	109.14340592804534
NASDAQ:BFST	0.7928953766822815	24.58	2025-08-15	0.14		0	0
NYSE:SFBS	0.7812815308570862	75.26	2025-10-01	0.08375		0	0
NYSE:SNV	0.7726860046386719	48.07	2025-09-18	0.3875		0	0
NYSE:DB	0.7671707272529602	35.08				0	0
NYSE:OBK	0.7645658254623413	35.77	2025-08-15	0.15		0	0
NYSE:NWG	0.7584567070007324	15.35	2025-08-08	0.0625	ADR	0	0
NASDAQ:HBCP	0.7539946436882019	58.09	2025-11-03	0.2725		0	0
NYSE:RF	0.7497565746307373	25.34	2025-12-01	0.25375		0	0
NYSE:IX	0.7392594218254089	26.38			Buy 99 at $25.28 ~= $2,503; ADR	0	0
NASDAQ:RRBI	0.7251384258270264	69.76	2025-09-08	0.105		0	0
NASDAQ:ABCB	0.7025209665298462	76.47	2025-09-30	0.1875		0	0
NASDAQ:SYBT	0.7003060579299927	70.56	2025-09-15	0.31		0	0
NASDAQ:RBCAA	0.6861635446548462	72.54	2025-09-19	0.44		0	0
NYSE:MCB	0.6783930659294128	78.44	2025-10-30	0		0	0
NYSE:CRH	0.6720700860023499	123.00	2025-08-22	0.36	Buy 21 at $118.33 ~= $2,485	0	0
NYSE:LYG	0.6706521511077881	4.80	2025-08-04	0.00825	ADR	0	0
NYSE:SONY	0.6694285273551941	30.01			Buy 87 at $28.88 ~= $2,513; ADR	0	0
