date,symbol,amount
2025-11-12,NYSE:SEM,0.0625
2025-12-18,NYSE:RNST,0.23
2025-12-18,NYSE:SNV,0.39
2026-04-10,NYSE:LYG,0.134019
2025-12-01,NYSE:MTB,1.5
2026-01-02,NYSE:SFBS,0.38
2025-12-15,NYSE:CADE,0.275
2026-01-30,NYSE:CADE,0.34375
2025-12-09,NYSE:GBCI,0.33
2025-12-10,NASDAQ:CASH,0.05
2025-10-29,NYSE:CFG,0.46
2026-02-04,NYSE:CFG,0.46
2025-11-04,NYSE:BY,0.1
2025-12-31,NASDAQ:ABCB,0.2
2025-10-30,NYSE:MCB,0.15
2026-01-27,NYSE:MCB,0.2
2025-12-19,NASDAQ:RBCAA,0.451
2026-03-20,NASDAQ:RBCAA,0.495
2025-11-07,NASDAQ:WSFS,0.17
2025-12-05,NASDAQ:TRST,0.38
