date,symbol,amount
2025-03-24,NYSE:ARCO,0.06
2025-06-24,NYSE:ARCO,0.06
2025-05-19,NYSE:SUPV,0.202035
2025-07-18,NYSE:BMA,0.398517
2025-08-15,NYSE:BMA,0.365809
2025-08-18,NYSE:BBAR,0.022446
2025-03-26,NASDAQ:AFYA,0.232049
2025-03-03,NYSE:SEM,0.0625
2025-05-15,NYSE:SEM,0.0625
2025-08-13,NYSE:SEM,0.0625
2025-04-30,NASDAQ:CALM,3.456
2025-08-04,NASDAQ:CALM,2.354
2025-03-10,NYSE:VALE,0.375769
2025-08-13,NYSE:VALE,0.341689
2025-03-31,NYSE:CIG,0.033037
2025-05-12,NYSE:CIG,0.060452
2025-06-30,NYSE:CIG,0.037931
