ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:INTR,3.88,7.835,5.28,5.06,8779946.79
NYSE:BRFS,2.67,4.87,3.62,3.76,6765980.06
NYSE:BSBR,3.75,6.015,4.75,4.33,2845831.75
NYSE:REZI,16.62,28.28,21.85,22.67,13781563.66
NASDAQ:XP,10.82,26.31,13.95,13.31,84495534.54
NYSE:NU,9.24,16.145,13.56,12.55,513537208.87
NYSE:EQC,1.4,21.0,1.72,1.73,1327571.61
NYSE:SEM,18.02,40.98,20.29,19.6,15578360.81
NYSE:EBF,18.88,25.7507,20.75,20.66,2389590.87
NASDAQ:LKQ,35.56,53.68,36.78,37.84,71754334.83
NYSE:CIG,1.69,2.7,1.89,1.8,2839914.21
NASDAQ:ITRN,24.12,34.35,34.06,32.9,3104651.97
NASDAQ:AFYA,14.52,22.24,15.9,16.38,1746074.48
NYSE:UGP,2.5311,6.345,2.8,2.83,3304702.05
NYSE:LU,2.0,4.9399,2.33,2.26,8223066.74
NYSE:GIS,57.94,75.9,59.55,59.9,240590469.77
NASDAQ:GOOD,11.89,17.875,16.27,16.04,3336013.86
NASDAQ:TILE,12.44,27.338,23.63,24.41,8463053.04
NYSE:POST,99.62,125.84,104.81,106.55,44893632.73
NYSE:STC,56.16,78.44,65.7,64.27,8651276.39
NYSE:PBA,32.81,43.44,36.57,36.64,67013460.33
NYSE:BDC,73.53,131.82,116.29,116.16,25409646.89
NYSE:FNF,46.85,64.83,58.39,57.99,43044034.91
