Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:ARCO	1.000	$12.18	23 Dec 2024	0.06		-$6.06	$17.63
NYSE:DESP	1.000	$28.88				$19.04	$26.05
NYSE:SUPV	1.000	$20.97				$422.99	$437.71
NYSE:BMA	1.000	$131.18				$0.00	$0.00
NYSE:BBAR	1.000	$28.71				$134.28	$140.73
NYSE:LOMA	1.000	$16.82				$31.59	$42.60
NYSE:CEPU	1.000	$18.23				-$4,636.55	-$4,624.73
NASDAQ:MELI	1.000	$3,328.13				$0.00	$0.00
NYSE:TGS	1.000	$39.27				$77.16	$114.49
NASDAQ:CRESY	1.000	$16.14	2 Dec 2024	0		$0.00	$0.00
NYSE:IRS	1.000	$20.31				$0.00	$0.00
NYSE:EDN	1.000	$55.50				-$25.00	-$70.84
NASDAQ:AFYA	0.935	$18.33				$80.02	$103.06
NYSE:SEM	0.932	$19.99	3 Mar 2025	0.1095		$0.00	$0.00
NASDAQ:CALM	0.923	$95.55	29 Jan 2025	1.069		$197.89	$225.55
NYSE:ERJ	0.919	$51.42				$45.47	$50.44
NASDAQ:XP	0.912	$15.81	10 Dec 2024	0	GTC: delete	-$184.18	-$175.57
NYSE:SUZ	0.907	$10.52	18 Dec 2024	0		$0.00	$0.00
NASDAQ:SGML	0.906	$12.85				$26.42	$28.09
NYSE:VALE	0.897	$10.35	10 Mar 2025	0.345	GTC: delete	$4.79	$10.83
NYSE:AZUL	0.890	$2.04				-$40.53	$13.70
NYSE:CIG	0.879	$2.03	30 Dec 2024	0.273		$4.71	$10.92
NYSE:EBR	0.872	$6.82	30 Dec 2024	0.45575		$5.12	$11.50
