Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:INTR	0.978	$5.76			Buy 1077 at $5.32 ~= $5,730; STOP: $0.31	$37.78	$39.77
NYSE:BRFS	0.966	$3.92			Buy 1734 at $3.64 ~= $6,312; STOP: $0.21	$21.60	$28.07
NYSE:BSBR	0.958	$4.90			STOP: $0.27	$6.17	$6.84
NYSE:REZI	0.943	$23.55			STOP: $1.30	$21.53	$28.79
NASDAQ:XP	0.939	$15.09			STOP: $0.82	$11.50	$13.50
NYSE:NU	0.921	$14.32				$24.62	$24.81
NYSE:EQC	0.909	$1.82	9 Dec 2024	0		$32.60	$34.64
NYSE:SEM	0.880	$21.48	13 Nov 2024	0.125		$10.30	$14.48
NYSE:EBF	0.860	$21.89			STOP: $1.22	$64.70	$70.18
NASDAQ:LKQ	0.832	$39.10	14 Nov 2024	0.3	STOP: $2.21	$49.20	$63.50
NYSE:CIG	0.829	$2.03				$4.44	$10.32
NASDAQ:ITRN	0.820	$35.13				$76.50	$93.23
NASDAQ:AFYA	0.817	$17.41				$75.44	$97.32
NYSE:UGP	0.816	$3.03				$3.80	$6.99
NYSE:LU	0.814	$2.62				-$6.22	-$6.02
NYSE:GIS	0.804	$62.66	10 Jan 2025	0		$133.16	$149.05
NASDAQ:GOOD	0.803	$16.93	19 Feb 2025	0.3		$2.18	$7.93
NASDAQ:TILE	0.799	$25.23	29 Nov 2024	0.01		$84.27	$95.69
NYSE:POST	0.794	$110.70				$0.00	$0.00
NYSE:STC	0.792	$67.96	16 Dec 2024	0.48		$105.93	$108.45
NYSE:PBA	0.789	$38.18	16 Dec 2024	0.67825		$54.61	$69.40
NYSE:BDC	0.789	$121.40	12 Dec 2024	0.05		$178.93	$228.85
NYSE:FNF	0.785	$61.03	17 Dec 2024	0.48		$62.97	$88.45
