Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NYSE:WFG	0.948	100.51	26 Sep 2024	0.31		$116.16	$187.94
NYSE:ATI	0.942	58.10				$89.55	$95.22
NYSE:GTLS	0.931	131.10				$39.00	$94.89
NYSE:HNI	0.929	53.17	23 Aug 2024	0.325		$0.00	$0.00
NYSE:GEF	0.921	68.54	16 Sep 2024	0.13		-$43.81	$57.61
NYSE:MBC	0.920	19.42				$0.00	$0.00
NYSE:SHW	0.919	384.77	15 Nov 2024	0.6875		$499.76	$542.62
NYSE:UWMC	0.918	7.04	19 Sep 2024	0.1		$729.17	$733.57
NASDAQ:KLAC	0.916	723.15	15 Aug 2024	1.0875		$0.00	$0.00
NYSE:REVG	0.914	28.40	27 Sep 2024	0.05		$22.16	$31.05
NYSE:KMT	0.913	26.90	13 Aug 2024	0.2		$85.62	$115.06
NYSE:IX	0.912	113.71				$105.42	$261.80
NYSE:ETD	0.911	31.38	13 Aug 2024	0.3675		$68.08	$74.26
NYSE:CLW	0.905	27.53			GTC: delete	-$55.22	$72.58
NYSE:HVT	0.904	24.34	26 Aug 2024	0.305		$0.00	$0.00
NYSE:FF	0.902	6.51	3 Dec 2024	0.06		$43.85	$47.39
NYSE:PDM	0.892	10.74	22 Nov 2024	0.125	GTC: delete	-$0.19	$12.48
NYSE:BBY	0.891	95.96	19 Sep 2024	0.93		$121.83	$163.32
NYSE:KSS	0.889	19.81	11 Sep 2024	0.5		-$33.53	$22.43
NYSE:JELD	0.882	15.26				-$0.19	$18.39
NYSE:OC	0.881	192.61	18 Oct 2024	0.58		$285.83	$393.31
NYSE:PFSI	0.877	106.46	18 Nov 2024	0.25		$855.52	$863.92
NYSE:VVV	0.873	43.21				$25.72	$34.26
