ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:MBC,12.705,20.67,16.9,17.04,20207613.78
NYSE:CX,5.0,9.265,5.47,5.89,78664926.77
NYSE:ETD,26.53,35.615,28.88,29.08,6962583.28
NYSE:KSS,17.41,29.6,18.0,17.51,129071167.90
NASDAQ:ARHS,8.3,19.81,9.4,9.68,19063567.78
NYSE:CP,69.27,91.58,73.99,77.59,273621121.53
NYSE:HVT,21.61,37.05,22.54,22.94,4320361.98
NYSE:HRL,28.51,36.86,29.21,30.32,73680895.57
NASDAQ:KLAC,527.11,896.32,614.46,687.41,828119053.31
NASDAQ:MLKN,22.35,31.73,23.88,24.09,12062783.09
NYSE:UWMC,5.42,9.74,5.83,6.23,23445563.19
NYSE:WOR,38.27,72.69,40.07,42.4,8582109.86
NYSE:MBI,3.22,14.37,6.03,4.49,3850637.08
NASDAQ:CRTO,23.59,49.93,36.925,35.48,16383366.90
NYSE:WFG,72.35,102.4,91.88,90.33,11517590.41
NYSE:STLA,12.74,29.51,13.34,13.4,115506362.57
NYSE:HUYA,2.925,6.84,3.06,3.22,5654880.39
NYSE:JILL,23.06,40.61,25.47,25.45,2500563.55
NASDAQ:EEFT,81.99,117.66,101.88,101.98,26795751.79
NYSE:REVG,14.72,31.85,29.68,29.96,13193669.15
