date,symbol,amount
2024-12-10,NYSE:CX,0.02067
2025-03-10,NYSE:CX,0.02067
2025-02-11,NYSE:ETD,0.39
2024-12-11,NYSE:KSS,0.5
2025-03-21,NYSE:KSS,0.125
2024-12-27,NYSE:CP,0.132
2025-03-28,NYSE:CP,0.133
2024-11-26,NYSE:HVT,0.32
2025-03-06,NYSE:HVT,0.32
2025-01-13,NYSE:HRL,0.29
2025-04-14,NYSE:HRL,0.29
2024-11-18,NASDAQ:KLAC,1.7
2025-02-24,NASDAQ:KLAC,1.7
2024-11-29,NASDAQ:MLKN,0.1875
2025-02-28,NASDAQ:MLKN,0.1875
2024-12-19,NYSE:UWMC,0.1
2025-03-20,NYSE:UWMC,0.1
2024-12-13,NYSE:WOR,0.17
2025-03-14,NYSE:WOR,0.17
2024-12-19,NYSE:WFG,0.135
2024-12-27,NYSE:WFG,0.32
2025-03-14,NYSE:WFG,0.32
2025-04-22,NYSE:STLA,0.783
2025-04-23,NYSE:STLA,0.77
2024-12-26,NYSE:JILL,0.07
2025-04-02,NYSE:JILL,0.08
2024-12-26,NYSE:REVG,0.06
2025-03-28,NYSE:REVG,0.06
