ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NYSE:SITC,5.24,13.095,5.36,5.37,5879506.60
NASDAQ:TASK,6.2,18.39,6.87,10.48,7856760.45
NASDAQ:FHB,20.32,28.35,24.98,24.44,42653363.81
NYSE:MATX,86.97,177.51,164.91,164.3,46484417.27
NYSE:BOH,57.445,80.61,74.94,74.0,25149344.09
NYSE:HE,9.06,17.375,15.22,14.94,37360902.82
NYSE:DD,33.335,83.4,46.21,46.33,200992854.16
NASDAQ:JBIO,2.45,17.71,16.02,13.95,10321807.36
NYSE:ELME,1.98,17.68,2.02,2.03,3272657.43
NASDAQ:VRTX,362.5,510.77,447.26,454.97,662271218.65
NYSE:IBP,150.83100000000002,349.0,273.19,271.6,89183649.36
NYSE:TDG,1123.61,1623.825,1173.27,1156.49,577961533.52
NASDAQ:ISRG,425.0,603.88,464.45,469.98,788779837.15
NYSE:KBH,48.9,68.71,51.22,52.12,92875890.44
NASDAQ:AVGO,138.1,414.61,313.49,318.81,7794839601.91
NASDAQ:CVCO,393.53,713.01,485.66,485.5,78489347.30
NYSE:TOL,86.67,168.36,136.85,136.91,215893550.99
NYSE:NXDT,2.5549,5.26,4.47,4.39,757879.81
NASDAQ:TRI,79.71,218.42,88.05,87.4,200346149.03
NYSE:AAT,16.69,21.395,18.35,18.36,8196882.12
