Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TASK	1	10.52	2026-03-26	0		23.59515168028557	54.63961301320352	2.8787	12.17
NYSE:DD	1	71.84	2026-03-02	0.3575	Buy 210 at $47.89 ~= $10,057	68.19102986910728	49.765434431945515	-1.9050	55.79
NYSE:ELME	0.9354108572006226	2.21				-1.5481981751034564	6.094722174117689	-1.7349	18.00
NASDAQ:JBIO	0.5746146440505981	18.00				0	0	-2.5835	28.71
NASDAQ:CTAS	0.563750684261322	182.83	2026-02-13	0.435	Buy 57 at $176.79 ~= $10,077	251.48524415314338	273.69898520246244	4.8427	212.41
NASDAQ:BKNG	0.554836094379425	192.95	2026-03-06	9.6	GTC: delete	2940.733376381653	3359.103244809596	170.6169	232.00
NYSE:TDG	0.5288135409355164	1265.27			Buy 8 at $1,225.26 ~= $9,802	1574.9555628235687	1707.405826200884	34.8302	1567.86
NASDAQ:NDSN	0.5148828625679016	286.29	2026-03-19	0.8	Buy 36 at $277.39 ~= $9,986	332.73528979931774	362.7422080055893	9.3791	308.43
NASDAQ:ROST	0.5037074685096741	231.70	2026-03-13	0.405		394.6595760767543	423.23855323096063	6.6542	229.81
NASDAQ:BTSG	0.4802646040916443	47.93			Buy 217 at $46.50 ~= $10,091	63.84253312238975	75.2250874132933	0.9926	52.60
NASDAQ:GPRE	0.4793074429035187	16.19			Buy 642 at $15.71 ~= $10,086	27.61959340294371	41.24505813491115	-1.7365	14.44
NYSE:CSTM	0.4700647294521332	29.88				22.96352529036921	48.2401462150859	1.8124	28.68
NASDAQ:SWBI	0.46115753054618835	15.51	2026-03-19	0.13		23.147698937796985	29.917131614653226	0.2696	15.00
NASDAQ:AVGO	0.44668933749198914	364.56	2026-03-23	0.62		447.6082797865119	478.94922171221145	5.2743	471.55
NYSE:DOW	0.4387107789516449	40.50	2026-02-27	0.525		17.394220470114707	82.86234469408451	-3.6450	37.19
NASDAQ:CSCO	0.43293020129203796	86.16	2026-04-02	0.41		86.2884014175912	92.89302119289395	2.8041	89.04
NASDAQ:STLD	0.4189712107181549	184.36	2026-03-31	0.5		162.8669823452149	201.80910497933021	8.1922	188.25
NYSE:NGVT	0.4178755283355713	75.96				128.6097979668158	170.5471026411291	-4.7441	79.25
NYSE:GE	0.39841699600219727	298.13	2026-03-09	0.36		307.89313418062164	328.9667106124325	8.3296	355.65
NYSE:ITT	0.39748790860176086	201.81	2026-03-06	0.351		328.62765873279494	428.2818567470087	5.4319	234.17
