Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TASK	1	10.30	2026-03-26	0		23.09895697775354	53.528501730749475	2.8010	12.00
NYSE:DD	1	70.95	2026-05-15	0.3575		67.74390381853205	49.20152229080526	-1.9006	55.79
NYSE:SID	0.9592261910438538	1.42			ADR	-1.1825489074804392	5.802975358588964	-0.2853	1.40
NASDAQ:JBIO	0.9359062910079956	20.16				0	0	-2.5835	28.71
NYSE:MCK	0.87895268201828	919.59	2026-03-02	0.765		852.8799017800546	896.3672877703406	35.4323	991.67
NYSE:SITC	0.8475519418716431	5.62				25.58773332157156	95.19409273965367	3.3894	5.50
NYSE:GGB	0.8460114002227783	4.44	2026-03-12	0.155	ADR	9.726841383873483	15.59096400126576	1.2570	4.91
NYSE:MT	0.8410320281982422	64.51	2026-05-13	0.15	ADR	86.18743238477137	130.16917015407245	4.1412	62.05
NASDAQ:SBRA	0.8069647550582886	21.52	2026-02-13	0.3		27.740132519374406	38.34872062917894	0.6171	21.92
NASDAQ:ALHC	0.7937088012695312	22.01				25.099794026724215	25.56172951184662	-0.0035	25.50
NASDAQ:DHC	0.7509227395057678	7.47	2026-04-21	0.01		2.2017261463560445	20.572248813055033	-1.1808	7.25
NASDAQ:CLOV	0.7270083427429199	2.13				3.9179159684850386	3.9598722833527664	-0.1994	2.82
NASDAQ:HSIC	0.700287938117981	79.17				121.18583774666622	148.86101458171268	3.4685	89.23
NASDAQ:STLD	0.6759607195854187	203.30	2026-03-31	0.5		176.33700747535795	215.4314252309381	8.1922	190.52
NYSE:AHR	0.6628496646881104	51.29	2026-03-31	0.25		46.512713079274675	58.772426590358705	0.3638	58.08
NYSE:LTC	0.660412609577179	41.53	2026-04-22	0.57		48.724281466458336	61.823769771264544	2.3829	41.29
NYSE:TX	0.6513408422470093	44.84	2026-05-14	0.675	ADR	25.961211793824102	71.00037422293501	2.1609	42.00
NYSE:COR	0.6347273588180542	335.04	2026-02-13	0.5625		218.3562497652435	232.38642606628127	8.3545	402.92
NYSE:OHI	0.6258089542388916	47.77	2026-02-09	0.67		69.11215278732571	87.89935064156326	1.9964	49.62
NYSE:CVS	0.6145061254501343	81.70	2026-04-23	0.665		19.410618671451658	53.382342492813436	1.3795	96.50
