date,symbol,amount
2026-05-15,NYSE:DD,0.2
2026-05-28,NYSE:DD,0
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-05-15,NASDAQ:CTAS,0.45
2026-08-14,NASDAQ:CTAS,0.52
2026-06-05,NASDAQ:BKNG,0.42
2026-09-11,NASDAQ:BKNG,0.42
2026-06-18,NASDAQ:NDSN,0.82
2026-09-10,NASDAQ:NDSN,0.94
2026-06-09,NASDAQ:ROST,0.445
2026-09-08,NASDAQ:ROST,0.445
2026-07-01,NASDAQ:SWBI,0.13
2026-06-22,NASDAQ:AVGO,0.65
2026-05-29,NYSE:DOW,0.35
2026-08-31,NYSE:DOW,0.35
2026-07-06,NASDAQ:CSCO,0.42
2026-10-02,NASDAQ:CSCO,0.42
2026-06-30,NASDAQ:STLD,0.53
2026-07-06,NYSE:GE,0.47
2026-06-08,NYSE:ITT,0.386
2026-09-08,NYSE:ITT,0.386
