ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:TASK,6.2,18.39,6.47,6.94,3809076.18
NYSE:DD,33.335,83.4,47.25,45.48,145766558.44
NYSE:ELME,1.98,17.68,2.12,2.05,2825396.25
NASDAQ:JBIO,2.57,18.485,17.89,15.49,11273196.77
NASDAQ:ACLS,43.0,112.82,110.37,95.09,57264184.65
NASDAQ:BTSG,15.4836,46.69,45.33,43.1,89825534.54
NASDAQ:ADTN,7.0629,15.25,15.09,12.88,29383116.10
NASDAQ:NFLX,75.01,1341.15,103.01,98.66,3376007944.36
NASDAQ:VIAV,8.1,43.64,41.79,36.89,214836269.63
NASDAQ:LRCX,61.14,268.23,263.66,218.44,2003687272.30
NASDAQ:EBAY,61.74,101.150026,95.4,94.14,387015936.72
NASDAQ:MNST,57.005,87.38,75.72,72.37,343646648.73
NASDAQ:LFST,3.74,8.09,6.4,6.31,10793398.63
NASDAQ:ASYS,3.2,18.59,14.75,12.12,1747933.62
NASDAQ:SWBI,7.73,15.4,14.34,14.86,9534313.88
NYSE:CSTM,7.79,30.18,29.64,27.62,65225826.02
NASDAQ:STLD,112.72,208.47,190.57,180.2,173279651.99
NASDAQ:ROST,124.49,226.635,221.16,219.98,551967915.61
NASDAQ:HSTM,19.5,34.13,19.88,20.45,4300041.10
NASDAQ:CVGW,18.4,28.72,27.63,26.85,6098625.66
