Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TASK	1	10.30	2026-03-26	0		23.09895697775354	53.528501730749475	2.8010	12.00
NYSE:DD	1	70.95	2026-05-15	0.3575		67.74390381853205	49.20152229080526	-1.9006	55.79
NYSE:SID	0.9000705480575562	1.40			ADR	-1.1825489074804392	5.802975358588964	-0.2853	1.40
NASDAQ:JBIO	0.8800548911094666	19.97				0	0	-2.5835	28.71
NYSE:GGB	0.8174847960472107	4.43	2026-03-12	0.155	ADR	9.726841383873483	15.59096400126576	1.2570	4.91
NYSE:MT	0.7803947329521179	64.19	2026-05-13	0.15	ADR	86.18743238477137	130.16917015407245	4.1412	62.05
NYSE:FVR	0.7369589805603027	17.56	2026-03-31	0.215		0	0	-0.1716	17.44
NYSE:SITC	0.7362120747566223	5.57				25.58773332157156	95.19409273965367	3.3894	5.50
NYSE:MCK	0.7233086228370667	907.66	2026-03-02	0.765		852.8799017800546	896.3672877703406	35.4323	991.67
NASDAQ:ALHC	0.6733537912368774	21.84				25.099794026724215	25.56172951184662	-0.0035	25.50
NASDAQ:SBRA	0.6607255339622498	21.32	2026-02-13	0.3		27.740132519374406	38.34872062917894	0.6171	21.92
NASDAQ:DHC	0.6448618769645691	7.42	2026-04-21	0.01		2.2017261463560445	20.572248813055033	-1.1808	7.25
NYSE:TX	0.6260992288589478	44.78	2026-05-14	0.675	ADR	25.961211793824102	71.00037422293501	2.1609	42.00
NASDAQ:GOOD	0.6099288463592529	12.71	2026-04-24	0.3		13.44294161448135	8.97189929452324	0.3985	13.38
NASDAQ:STLD	0.6053173542022705	202.60	2026-03-31	0.5		176.33700747535795	215.4314252309381	8.1922	190.52
NYSE:AHR	0.5886636972427368	51.11	2026-03-31	0.25		46.512713079274675	58.772426590358705	0.3638	58.08
NASDAQ:HSIC	0.574079692363739	78.68				121.18583774666622	148.86101458171268	3.4685	89.23
NYSE:LTC	0.5728171467781067	41.36	2026-04-22	0.57		48.724281466458336	61.823769771264544	2.3829	41.29
NASDAQ:CLOV	0.5661799907684326	2.11				3.9179159684850386	3.9598722833527664	-0.1994	2.82
NYSE:ELME	0.5448211431503296	2.23				-1.4952110865475097	6.192442239819649	-1.7349	18.00
