ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:TASK,6.2,18.39,6.72,6.46,6374017.34
NYSE:ALEX,15.07,21.03,20.84,20.81,38531433.22
NYSE:DD,33.335,83.4,45.57,45.26,163348442.40
NASDAQ:JBIO,2.47,17.71,16.17,13.39,8001878.69
NYSE:ELME,1.98,17.68,2.04,2.02,2889262.21
NASDAQ:LRCX,56.32,256.68,220.65,211.41,1971713020.64
NYSE:SITC,5.24,13.095,5.41,5.26,4713393.02
NASDAQ:PLAB,16.4584,45.4,40.49,39.6,39178564.09
NASDAQ:STLD,103.17,208.47,176.53,170.97,198892665.75
NASDAQ:GERN,1.04,2.01,1.75,1.4,33627931.17
NASDAQ:VRTX,362.5,510.77,434.3,433.07,599627414.53
NASDAQ:AVGO,138.1,414.61,314.43,300.68,6525192710.76
NASDAQ:KLIC,27.15,77.4999,66.62,64.68,31746314.63
NASDAQ:CSCO,52.11,88.185,80.435,79.92,1679464678.51
NASDAQ:ACLS,40.4,102.93,97.5,97.35,66490059.20
NASDAQ:QCOM,120.8019,205.95,125.73,127.11,1240931332.13
NASDAQ:INTC,17.665,54.6,50.78,43.13,4003529205.61
NASDAQ:VCEL,28.95,45.97,34.08,29.34,28996853.89
NASDAQ:ICHR,13.12,55.33,47.76,45.23,26538307.19
NASDAQ:NDSN,165.03,305.28,263.23,260.21,85532150.53
