Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TASK	1	10.35	2026-03-26	0		23.779209034315507	54.76689823433269	2.8787	12.83
NYSE:DD	1	70.44	2026-03-02	0.3575	Buy 202 at $46.96 ~= $9,486	66.47624869527804	48.09037008369892	-1.9050	55.79
NYSE:ELME	1	3.06	2026-01-08	0.162		-1.6748151721185036	5.957024444165879	-1.7349	18.00
NYSE:SITC	0.9514610767364502	5.75				25.471904998256306	94.66171231981389	3.3903	9.83
NASDAQ:AVGO	0.8204070925712585	331.51	2026-03-23	0.62		410.2538324825794	441.53697833864896	5.2743	471.55
NYSE:GE	0.7977362275123596	309.62	2026-03-09	0.36	Buy 32 at $295.50 ~= $9,456	311.75526013221145	332.79148390992594	8.3296	361.89
NASDAQ:STLD	0.7889043092727661	193.64	2026-03-31	0.5	Buy 51 at $184.94 ~= $9,432	168.50458307289813	207.40881722142274	8.1922	193.46
NASDAQ:JBIO	0.782605767250061	17.22				0	0	-2.5836	21.50
NYSE:FVR	0.7714806199073792	16.26				0	0	-0.1800	15.25
NYSE:CSTM	0.7144432067871094	28.69			Buy 345 at $27.54 ~= $9,501	22.28872513021069	44.63482169082841	1.7202	28.62
NASDAQ:GOOG	0.7112993597984314	310.41	2026-03-09	0.2075	Buy 31 at $297.99 ~= $9,238	569.9663142201916	643.4481710403717	24.3049	359.53
NYSE:GRBK	0.7013194561004639	68.73			Buy 144 at $66.02 ~= $9,507	136.03003721922644	137.3446360832762	7.2578	62.00
NASDAQ:GOOGL	0.6951011419296265	312.76	2026-03-09	0.2075		554.3138434780835	622.9490783437892	22.7018	376.93
NYSE:TDG	0.6894480586051941	1231.80				1526.6854279117435	1658.8864490602364	34.8302	1591.25
NASDAQ:BKR	0.6847348213195801	63.49	2026-02-17	0.23	Buy 156 at $61.04 ~= $9,522	102.97643414131731	120.02381392543293	2.6095	61.33
NASDAQ:HOLX	0.6847228407859802	78.76			Buy 125 at $75.72 ~= $9,465	107.92588123348244	120.73334026392003	2.4363	76.67
NASDAQ:SFIX	0.6799116730690002	3.60				3.2029771643506586	5.396320098645442	-0.2057	4.50
NYSE:CMI	0.6794279217720032	579.15	2026-02-20	1.91	Buy 3 at $556.96 ~= $1,671	881.2364160636398	1021.5837097399695	20.5768	619.92
NASDAQ:CTAS	0.6658338904380798	179.43	2026-02-13	0.435		248.76700509756515	270.9398916210115	4.8427	213.65
NASDAQ:DXPE	0.6630848050117493	151.79				229.38854225552038	274.39475487066943	5.7129	139.50
