ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:TASK,6.2,18.39,6.65,6.71,4898437.85
NYSE:ALEX,15.07,21.03,20.84,20.81,38531433.22
NYSE:DD,33.335,83.4,47.85,45.8,147269317.81
NYSE:ELME,1.98,17.68,2.05,2.01,2514041.66
NASDAQ:JBIO,2.47,17.71,16.76,14.05,8872431.44
NASDAQ:BKNG,166.25,5839.4136,181.0,4210.32,1388282149.97
NASDAQ:CTAS,165.6,229.24,174.59,169.14,477253113.56
NASDAQ:VRTX,362.5,510.77,443.92,446.54,592725997.00
NYSE:TDG,1123.61,1623.825,1219.88,1158.96,451021558.17
NASDAQ:ISRG,427.836,603.88,462.28,460.99,799496463.72
NASDAQ:AVGO,153.09,414.61,350.63,309.51,7193322440.69
NASDAQ:NDSN,165.03,305.28,274.57,266.06,92011365.04
NASDAQ:BTSG,15.4836,46.5,46.31,42.61,106237855.82
NASDAQ:COO,61.775,89.83,71.73,71.5,138632341.96
NYSE:VIK,34.81,81.4753,77.89,73.48,225504815.10
NASDAQ:ROST,124.49,224.6,224.47,216.63,592396857.53
NYSE:NGVT,28.49,77.46,73.4,71.23,19201675.44
NYSE:CMI,262.0,617.98,596.65,538.02,429197626.18
NASDAQ:STLD,108.27,208.47,187.56,180.0,179365500.61
NASDAQ:GOOG,145.21,350.15,314.74,286.86,6210008722.04
