Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NASDAQ:TASK	1	10.30	2026-03-26	0		23.09895697775354	53.528501730749475	2.8010	12.00
NYSE:DD	1	70.95	2026-05-15	0.3575	Buy 213 at $47.30 ~= $10,075	67.74390381853205	49.20152229080526	-1.9006	55.79
NYSE:SID	0.8998133540153503	1.40			Buy 1001 at $1.32 ~= $1,321; ADR	-1.1825489074804392	5.802975358588964	-0.2853	1.40
NASDAQ:JBIO	0.8560616374015808	19.92				0	0	-2.5835	28.71
NYSE:GGB	0.821726381778717	4.43	2026-03-12	0.155	ADR	9.726841383873483	15.59096400126576	1.2570	4.91
NYSE:MT	0.7669755816459656	64.12	2026-05-13	0.15	ADR	86.18743238477137	130.16917015407245	4.1412	62.05
NASDAQ:SBRA	0.7310943603515625	21.40	2026-02-13	0.3		27.740132519374406	38.34872062917894	0.6171	21.92
NYSE:SITC	0.7273746728897095	5.57				25.58773332157156	95.19409273965367	3.3894	5.50
NYSE:MCK	0.694232165813446	906.13	2026-03-02	0.765		852.8799017800546	896.3672877703406	35.4323	991.67
NASDAQ:ALHC	0.6823242902755737	21.85				25.099794026724215	25.56172951184662	-0.0035	25.50
NASDAQ:DHC	0.659853458404541	7.43	2026-04-21	0.01		2.2017261463560445	20.572248813055033	-1.1808	7.25
NYSE:TX	0.6132423281669617	44.75	2026-05-14	0.675	ADR	25.961211793824102	71.00037422293501	2.1609	42.00
NASDAQ:STLD	0.6092419028282166	202.64	2026-03-31	0.5		176.33700747535795	215.4314252309381	8.1922	190.52
NYSE:FVR	0.5942680835723877	17.43	2026-03-31	0.215		0	0	-0.1716	17.44
NASDAQ:HSIC	0.5942487120628357	78.75				121.18583774666622	148.86101458171268	3.4685	89.23
NYSE:AHR	0.5899391174316406	51.11	2026-03-31	0.25		46.512713079274675	58.772426590358705	0.3638	58.08
NYSE:LTC	0.5796062350273132	41.37	2026-04-22	0.57		48.724281466458336	61.823769771264544	2.3829	41.29
NASDAQ:CLOV	0.5772178173065186	2.11				3.9179159684850386	3.9598722833527664	-0.1994	2.82
NYSE:DOW	0.5276755690574646	41.94	2026-05-29	0.525		17.300747831543962	83.12047416615985	-3.6450	37.94
NYSE:RS	0.5193864107131958	336.05	2026-03-06	1.2		428.3113660303075	481.7589716739261	14.2926	326.75
